nclusters fab0 fab1 fab2 fab3 fab4 fab5 fab6 fab7 fab8 fab9 fab10 fab11 
1 0.3945217241778819 0.35970940853098327 0.42298683301107065 0.4242529997401377 0.3232130825256808 0.37747070542990424 0.41109933821080374 0.465491251427843 0.3460002387252373 0.3570148295823145 0.31704592651835956 0.3531251084228119 
2 0.41312864437829094 0.3859505607181642 0.4350663509056676 0.453862268374865 0.32784162902687874 0.39791826606460023 0.43627982132906845 0.4713931148779439 0.36398648400212347 0.40671194108300635 0.3408212436969581 0.3683440283960126 
3 0.4249664083285361 0.3940597012248427 0.4390234943909787 0.4600888264845405 0.33584995041628024 0.417180345855376 0.4423217898857021 0.48337730430948095 0.36833502992393746 0.42482753570537524 0.34996846126106146 0.37620950315912366 
4 0.43380468291404917 0.39929788031165186 0.44069608292158796 0.46858380921129655 0.3453474425318433 0.41697586339776915 0.4444819887117665 0.4798436246395291 0.38234102214073834 0.43641324674995075 0.35344490425349073 0.3792790165006999 
5 0.4384457822756465 0.40224920850898815 0.4436741083383205 0.4786000493783041 0.34984852315142045 0.42125863364766847 0.4451972692591643 0.4794942216792763 0.3874906824652065 0.4351203253784964 0.3568418320995313 0.3824355287563905 
6 0.4408469230637526 0.4046779442500264 0.44551630921807267 0.48428849953528175 0.3504150523181274 0.4244513021752702 0.4497039348126549 0.4843611625577992 0.39221065470075983 0.44357614786382155 0.35894883376975417 0.38439481861347113 
7 0.44132253883782885 0.40354436203363875 0.44494935877878816 0.48835879782344493 0.34620113132265573 0.4194022805223895 0.4542980538981477 0.48558275348916446 0.3961780429955754 0.4527093666744654 0.3594729515919947 0.3856260706475644 
8 0.4417195947391949 0.4035796177589268 0.4455105106480013 0.49105657730351604 0.3556199053917557 0.42059749708870403 0.45357302737265615 0.48535691063285336 0.4010414499947027 0.4499994176525452 0.3612964639063082 0.38655610951420527 
9 0.44328701020716943 0.4045571578752643 0.4487690500114555 0.49326906182619157 0.3599046730035664 0.4222289454746919 0.45514635350383026 0.48771954082502644 0.4038793670004154 0.4485107902122653 0.3624643183598059 0.3870556222945888 
10 0.4446377793846003 0.40455038779188374 0.450765165079955 0.4948806905259559 0.35965198811908045 0.42291967169379197 0.45882930977044173 0.4898267130973385 0.40436468928138414 0.44966914486992576 0.36313470395070985 0.38650302681247156 
