x y 
0.0 0.818457247765 
7.40876293663 0.822399903691 
14.8175258733 0.856378976515 
22.2262888099 0.912378735742 
29.6350517465 0.929032193341 
37.0438146831 0.943197664503 
44.4525776198 0.962780525487 
51.8613405564 0.965810250905 
59.270103493 0.967305049208 
66.6788664296 0.968850008527 
74.0876293663 0.970836384795 
81.4963923029 0.972391376318 
88.9051552395 0.974046689874 
96.3139181761 0.975421101737 
103.722681113 0.976986125463 
111.131444049 0.98051746105 
118.540206986 0.981330069523 
125.948969923 0.982443644098 
133.357732859 0.984450084772 
140.766495796 0.985433240703 
148.175258733 0.98655684748 
155.584021669 0.987740647478 
162.992784606 0.994341837298 
170.401547542 0.994863511873 
177.810310479 0.995425315262 
185.219073416 0.996819791531 
192.627836352 0.997542110174 
200.036599289 0.997963462715 
207.445362226 0.998294525427 
214.854125162 0.998465072884 
222.262888099 0.998675749155 
229.671651035 0.998866361019 
237.080413972 0.998966683053 
244.489176909 0.99907703729 
251.897939845 0.999157294917 
259.306702782 0.999237552544 
266.715465719 0.999277681357 
274.124228655 0.999347906781 
281.532991592 0.999468293221 
288.941754528 0.999568615255 
296.350517465 0.999678969492 
303.759280402 0.999739162712 
311.168043338 0.999759227119 
318.576806275 0.999819420339 
325.985569212 0.999859549153 
333.394332148 0.99987961356 
340.803095085 0.99987961356 
348.211858021 0.999989967797 
355.620620958 0.999989967797 
363.029383895 1.0 
370.438146831 1.0 
