nclusters fabric0 fabric1 fabric2 fabric3 fabric4 fabric5 fabric6 fabric7 fabric8 fabric9 fabric10 fabric11 
2 139.118227763 7.35233636509 15.1072143548 47.131762951 26.6447422112 4.12234211757 6.33760620384 7.3798715872 29.824892104 13.3112493284 15.3631171978 48.8959003169 
3 37.9437896033 2.73003383158 10.5410012169 17.4642048458 10.9087111137 2.33795183274 3.62865136433 2.84964997318 7.82246826896 5.52580842193 5.42384739347 28.4424068141 
4 21.8742577837 1.8236178343 8.14428341213 5.05355998942 7.98672810254 1.81874348614 3.47456458115 2.21509296414 7.01495043232 3.32631748265 2.20959342351 10.6291850669 
5 9.49953359707 1.47746256435 5.82627595001 2.84971434265 5.82120989808 1.89653188062 1.96688244043 1.8573207806 4.2596623825 2.3630278816 2.01237453546 8.87961025639 
6 11.2990388349 1.0968056939 4.5583733829 2.80182107915 2.60301902698 0.882717686658 1.78247171806 1.49360008317 3.57076731727 1.33665798003 1.59831538144 6.87264851448 
7 7.59720963917 0.988680126333 3.82052791197 2.40531677752 3.00190002731 0.839872262105 1.48262560269 0.996050381306 1.85843769047 1.07252611285 0.896615865356 5.88306922873 
8 4.92599075712 0.909377438244 2.97340173157 1.3735978217 1.91046211574 0.561876889279 0.788194819289 1.06369205885 2.74567941095 1.06152666525 1.15122319908 5.63488467815 
9 3.23116117839 0.623861381525 2.54359350785 2.16284784931 1.06780375395 0.635804243506 0.611301381221 1.13169106751 1.79333289366 0.881118594638 0.975271997639 5.28767778888 
10 3.80461023836 0.511511583335 2.36092718958 0.0501226575158 1.67028971001 0.513715391052 0.68986888694 0.682527305561 1.84404786127 1.05713897725 1.02819023126 4.48546778986 
