x_axis k1_alu_fte k1_alu_ste k1_lu90_fte k1_lu90_ste k1_mlu_fte k1_mlu_ste k1_stretch_fte k1_stretch_ste k4_alu_fte k4_alu_ste k4_lu90_fte k4_lu90_ste k4_mlu_fte k4_mlu_ste k4_stretch_fte k4_stretch_ste 
60 0.27279 0.280693 0.49751 0.504858 0.502956 0.518165 5.655459 6.464703 0.27279 0.281913 0.49751 0.518165 0.502956 0.504858 5.655459 6.008472 
61 0.273089 0.281254 0.497878 0.505713 0.503321 0.518444 5.661432 6.468882 0.273089 0.282087 0.497878 0.518444 0.503321 0.505713 5.661258 6.011724 
62 0.273583 0.281575 0.498061 0.506442 0.503891 0.518736 5.672085 6.474471 0.273583 0.282245 0.498061 0.518736 0.503891 0.506442 5.67201 6.017658 
63 0.27446 0.281867 0.498443 0.507132 0.504485 0.51938 5.682072 6.478734 0.27446 0.282453 0.498443 0.51938 0.504485 0.507132 5.681118 6.022953 
64 0.274958 0.282908 0.499153 0.508095 0.505149 0.520378 5.689272 6.482751 0.274958 0.282836 0.499153 0.520378 0.505149 0.508095 5.689113 6.027309 
65 0.276249 0.283261 0.499821 0.50884 0.505962 0.520796 5.698044 6.484404 0.276249 0.283038 0.499821 0.520796 0.505962 0.50884 5.696682 6.031926 
66 0.277209 0.284162 0.500338 0.510079 0.506643 0.521494 5.710218 6.488745 0.277209 0.283353 0.500338 0.521494 0.506643 0.510079 5.709 6.035532 
67 0.278498 0.284395 0.500523 0.510876 0.507235 0.523295 5.72499 6.490779 0.278498 0.283532 0.500523 0.523295 0.507235 0.510876 5.7246 6.03804 
68 0.279609 0.284824 0.50117 0.511092 0.508 0.523981 5.745984 6.492966 0.279609 0.283739 0.50117 0.523981 0.508 0.511092 5.744046 6.041946 
69 0.28035 0.285078 0.502157 0.512552 0.508863 0.524757 5.788245 6.496254 0.28035 0.283888 0.502157 0.524757 0.508863 0.512552 5.788245 6.046251 
70 0.281001 0.285292 0.502555 0.513212 0.510143 0.525678 5.808156 6.50115 0.281001 0.284563 0.502555 0.525678 0.510143 0.513212 5.808156 6.049647 
71 0.281487 0.285632 0.503199 0.514222 0.510926 0.526252 5.844402 6.505653 0.281487 0.284808 0.503199 0.526252 0.510926 0.514222 5.844402 6.051519 
72 0.282088 0.285891 0.503589 0.515189 0.512424 0.527566 5.889456 6.511689 0.282088 0.2852 0.503589 0.527566 0.512424 0.515189 5.889456 6.05574 
73 0.282616 0.28626 0.504642 0.515937 0.51296 0.528242 5.924229 6.514377 0.282616 0.285608 0.504642 0.528242 0.51296 0.515937 5.924229 6.058509 
74 0.28294 0.286449 0.505269 0.516577 0.513813 0.530014 5.98566 6.518049 0.28294 0.285784 0.505269 0.530014 0.513813 0.516577 5.98566 6.063807 
75 0.283562 0.287406 0.506467 0.516961 0.515038 0.531574 6.061692 6.52146 0.283562 0.286106 0.506445 0.531574 0.515038 0.516961 6.061692 6.067974 
76 0.284202 0.288182 0.507173 0.517529 0.516098 0.532999 6.098793 6.524301 0.284202 0.286509 0.507122 0.532999 0.516098 0.517529 6.098793 6.073044 
77 0.284477 0.288796 0.508754 0.518169 0.517002 0.533565 6.138111 6.529821 0.284477 0.287028 0.508754 0.533565 0.517002 0.518169 6.138111 6.076407 
78 0.285042 0.28925 0.510036 0.518981 0.518458 0.53436 6.168279 6.536025 0.285042 0.287434 0.510036 0.53436 0.518458 0.518981 6.168279 6.080259 
79 0.285559 0.28955 0.511433 0.519237 0.519274 0.535488 6.184491 6.540228 0.285575 0.287818 0.511433 0.535488 0.519274 0.519237 6.184491 6.084948 
80 0.286056 0.290327 0.512539 0.521027 0.520393 0.53639 6.195054 6.545613 0.286056 0.288357 0.512539 0.53639 0.520393 0.521027 6.195054 6.087948 
81 0.286672 0.291173 0.513688 0.521788 0.520892 0.537407 6.225861 6.549867 0.286672 0.288744 0.513688 0.537407 0.520892 0.521788 6.225861 6.091917 
82 0.287054 0.292162 0.515195 0.523564 0.522904 0.538062 6.253938 6.554661 0.287054 0.289163 0.515195 0.538062 0.522904 0.523564 6.253938 6.095454 
83 0.287674 0.292793 0.51593 0.524256 0.524124 0.538731 6.298896 6.558816 0.287674 0.289531 0.515972 0.538731 0.524124 0.524256 6.298896 6.09774 
84 0.288084 0.293652 0.516943 0.524521 0.525363 0.539354 6.3405 6.568467 0.288084 0.290041 0.516964 0.539354 0.525447 0.524521 6.3405 6.100434 
85 0.28872 0.294187 0.518144 0.524768 0.526287 0.540215 6.364125 6.577725 0.28872 0.290569 0.518458 0.540215 0.526287 0.524768 6.364125 6.103704 
86 0.289448 0.294532 0.519479 0.5264 0.528045 0.541279 6.384735 6.587229 0.289448 0.291011 0.519546 0.541279 0.527966 0.5264 6.384735 6.106659 
87 0.290865 0.295186 0.520683 0.527303 0.529151 0.542424 6.410688 6.592761 0.290865 0.291562 0.520747 0.542424 0.529151 0.527303 6.410688 6.109152 
88 0.291747 0.29556 0.522161 0.527725 0.530458 0.543396 6.441993 6.595992 0.291747 0.292196 0.522882 0.543396 0.530458 0.527725 6.441993 6.112932 
89 0.292461 0.296022 0.524194 0.528908 0.531506 0.544587 6.476928 6.598509 0.292461 0.292448 0.524296 0.544587 0.531506 0.528908 6.476928 6.11757 
90 0.293122 0.296455 0.525531 0.529264 0.532113 0.545267 6.506688 6.60426 0.293122 0.292882 0.525657 0.545267 0.532113 0.529264 6.506688 6.123501 
91 0.293861 0.296975 0.526877 0.529882 0.533782 0.546599 6.531099 6.610281 0.293861 0.293469 0.527055 0.546599 0.533782 0.529882 6.531099 6.129081 
92 0.294737 0.29728 0.52822 0.530431 0.539527 0.546995 6.558528 6.620643 0.294737 0.294404 0.52822 0.546995 0.539527 0.530431 6.558528 6.132366 
93 0.295345 0.297748 0.529716 0.531249 0.541014 0.547715 6.58326 6.628437 0.295345 0.294894 0.529836 0.547715 0.541014 0.531249 6.58326 6.136248 
94 0.296084 0.298475 0.531004 0.531923 0.543471 0.548969 6.597954 6.634707 0.296084 0.296122 0.53103 0.548969 0.543471 0.531923 6.597954 6.140757 
95 0.296844 0.298924 0.531854 0.534294 0.547518 0.550752 6.607839 6.645936 0.296844 0.296558 0.531893 0.550752 0.547518 0.534294 6.607839 6.144012 
96 0.297864 0.301122 0.533815 0.536075 0.551932 0.552937 6.620979 6.662253 0.297864 0.297116 0.534103 0.552937 0.551932 0.536075 6.620979 6.154134 
97 0.298944 0.30297 0.541623 0.539368 0.556811 0.554843 6.636885 6.67365 0.298944 0.298914 0.542135 0.554843 0.556811 0.539368 6.636885 6.159801 
98 0.30007 0.3042 0.547214 0.541305 0.574189 0.560134 6.656259 6.696267 0.30007 0.300516 0.547518 0.560134 0.574189 0.541305 6.656259 6.173373 
99 0.303497 0.305856 0.553276 0.543966 0.640039 0.606082 6.704025 6.720285 0.303497 0.302213 0.553746 0.606082 0.640039 0.543966 6.704025 6.190137 
100 0.309027 0.308654 0.59703 0.555199 0.897563 0.632255 6.863343 6.780273 0.309027 0.304546 0.59703 0.632255 0.897563 0.555199 6.863343 6.245334 
