x_axis k1_alu_fte k1_alu_ste k1_lu90_fte k1_lu90_ste k1_mlu_fte k1_mlu_ste k1_stretch_fte k1_stretch_ste k4_alu_fte k4_alu_ste k4_lu90_fte k4_lu90_ste k4_mlu_fte k4_mlu_ste k4_stretch_fte k4_stretch_ste 
34 0.268126 0.275029 0.490625 0.491016 0.494043 0.497286 5.600349 6.286311 0.268126 0.27864 0.490625 0.497286 0.494043 0.491016 5.600349 5.911518 
35 0.268246 0.275075 0.491011 0.491357 0.494367 0.497756 5.601786 6.291855 0.268246 0.27875 0.491011 0.497756 0.494367 0.491357 5.601786 5.917674 
36 0.268259 0.275358 0.491211 0.491797 0.494722 0.498225 5.603619 6.30594 0.268259 0.278966 0.491211 0.498225 0.494722 0.491797 5.603619 5.921088 
37 0.268386 0.275415 0.492141 0.492383 0.495552 0.499008 5.606013 6.310644 0.268386 0.279005 0.492141 0.499008 0.495552 0.492383 5.606013 5.925291 
38 0.268489 0.275443 0.49305 0.492627 0.495565 0.49953 5.606976 6.31938 0.268489 0.279057 0.49305 0.49953 0.495565 0.492627 5.606976 5.930574 
39 0.268679 0.275597 0.493604 0.493115 0.495899 0.499843 5.610303 6.323508 0.268679 0.27929 0.493604 0.499843 0.495899 0.493115 5.610303 5.936412 
40 0.268781 0.275645 0.493896 0.493408 0.49622 0.500313 5.612175 6.33039 0.268781 0.279328 0.493896 0.500313 0.49622 0.493408 5.612175 5.941146 
41 0.269154 0.275808 0.494158 0.493848 0.496646 0.500522 5.619336 6.33666 0.269154 0.279389 0.494158 0.500522 0.496646 0.493848 5.619336 5.945457 
42 0.269172 0.275862 0.494444 0.493848 0.496729 0.501253 5.620059 6.340974 0.269172 0.279418 0.494444 0.501253 0.496729 0.493848 5.620059 5.946771 
43 0.269284 0.275914 0.495 0.494141 0.497248 0.50214 5.622027 6.360288 0.269284 0.279526 0.495 0.50214 0.497248 0.494141 5.622027 5.947167 
44 0.269375 0.276023 0.495552 0.495215 0.498423 0.50261 5.623284 6.375756 0.269375 0.279737 0.495552 0.50261 0.498423 0.495215 5.623284 5.950074 
45 0.269522 0.276131 0.495565 0.495578 0.498755 0.503758 5.625663 6.384927 0.269522 0.279861 0.495565 0.503758 0.498755 0.495578 5.625663 5.953059 
46 0.269811 0.276221 0.495899 0.495996 0.498985 0.504749 5.629218 6.391599 0.269811 0.280112 0.495899 0.504749 0.498985 0.495996 5.629218 5.956728 
47 0.27018 0.27636 0.495996 0.49707 0.499463 0.505689 5.632626 6.406482 0.27018 0.280256 0.495996 0.505689 0.499463 0.49707 5.632626 5.959191 
48 0.270351 0.276549 0.49625 0.497656 0.5 0.506206 5.636628 6.408951 0.270351 0.280324 0.49625 0.506206 0.5 0.497656 5.636628 5.965374 
49 0.270631 0.27665 0.496646 0.498242 0.500362 0.507516 5.641113 6.411477 0.270631 0.280644 0.496646 0.507516 0.500362 0.498242 5.641113 5.970438 
50 0.270899 0.276744 0.497115 0.499219 0.500847 0.507777 5.642025 6.413337 0.270899 0.280897 0.497115 0.507777 0.500847 0.499219 5.642025 5.974701 
51 0.27103 0.277004 0.497248 0.500342 0.501758 0.507777 5.644623 6.415938 0.27103 0.280976 0.497248 0.507777 0.501758 0.500342 5.644623 5.975613 
52 0.271391 0.27741 0.498877 0.50083 0.502148 0.508664 5.664168 6.41832 0.271391 0.281092 0.498877 0.508664 0.502148 0.50083 5.664168 5.978091 
53 0.271628 0.277908 0.499414 0.50127 0.50248 0.509186 5.674338 6.423741 0.271628 0.28114 0.499414 0.509186 0.50248 0.50127 5.674338 5.979366 
54 0.272185 0.278047 0.499739 0.501758 0.502623 0.509969 5.676504 6.427077 0.272185 0.281177 0.499739 0.509969 0.502623 0.501758 5.676504 5.981607 
55 0.27258 0.278421 0.500352 0.502148 0.503927 0.511358 5.683056 6.43167 0.27258 0.281237 0.500352 0.511358 0.503927 0.502148 5.683056 5.985033 
56 0.272963 0.278636 0.500483 0.502881 0.504741 0.511743 5.695392 6.441081 0.272963 0.281439 0.500483 0.511743 0.504741 0.502881 5.695392 5.986032 
57 0.273178 0.279048 0.500879 0.503224 0.505066 0.513727 5.701512 6.445011 0.273178 0.281645 0.500879 0.513727 0.505066 0.503224 5.701512 5.988648 
58 0.273296 0.279225 0.502051 0.504043 0.50547 0.515397 5.706612 6.449493 0.273296 0.281685 0.502051 0.515397 0.50547 0.504043 5.706612 5.991816 
59 0.273546 0.279322 0.502148 0.504541 0.505882 0.51644 5.708376 6.45261 0.273546 0.281771 0.502148 0.51644 0.505882 0.504541 5.708376 5.993247 
60 0.273774 0.280487 0.502424 0.504759 0.506331 0.51815 5.716563 6.456396 0.273774 0.282095 0.502424 0.51815 0.506331 0.504759 5.716563 5.99682 
61 0.274539 0.281303 0.50262 0.505834 0.506884 0.518443 5.717958 6.457854 0.274539 0.282163 0.50262 0.518443 0.506884 0.505834 5.717958 6.013764 
62 0.275385 0.281571 0.502831 0.506396 0.507666 0.518737 5.723751 6.462537 0.275385 0.282231 0.502831 0.518737 0.507666 0.506396 5.723751 6.018879 
63 0.275655 0.281883 0.503906 0.507267 0.508028 0.519438 5.732922 6.466668 0.275655 0.282383 0.503906 0.519438 0.508028 0.507267 5.732922 6.019629 
64 0.276214 0.282491 0.505066 0.508035 0.508643 0.52055 5.741193 6.474219 0.276214 0.282617 0.505066 0.52055 0.508643 0.508035 5.741193 6.021282 
65 0.277806 0.283234 0.505745 0.508936 0.510388 0.520902 5.748765 6.477807 0.277806 0.282829 0.505745 0.520902 0.510388 0.508936 5.748765 6.025911 
66 0.279147 0.284106 0.505882 0.510742 0.511321 0.521555 5.758713 6.482745 0.279147 0.283376 0.505882 0.521555 0.511321 0.510742 5.758713 6.029229 
67 0.279567 0.284357 0.506321 0.510798 0.512169 0.523185 5.771055 6.483972 0.279567 0.283662 0.506321 0.523185 0.512169 0.510798 5.771055 6.030897 
68 0.280081 0.284719 0.506855 0.511084 0.512646 0.524008 5.783025 6.485106 0.280081 0.283809 0.506855 0.524008 0.512646 0.511084 5.783025 6.040665 
69 0.280402 0.285105 0.507959 0.512646 0.513184 0.524707 5.793435 6.493284 0.280402 0.284002 0.507959 0.524707 0.513184 0.512646 5.793435 6.044343 
70 0.280757 0.285329 0.508643 0.513255 0.514795 0.525626 5.807619 6.496623 0.280757 0.284227 0.508643 0.525626 0.514795 0.513255 5.807619 6.047796 
71 0.281563 0.285632 0.51045 0.51433 0.516109 0.526357 5.863437 6.502215 0.281563 0.285223 0.51045 0.526357 0.516109 0.51433 5.863437 6.05016 
72 0.282684 0.285802 0.51143 0.515302 0.517188 0.527518 5.882487 6.506469 0.282684 0.28559 0.51143 0.527518 0.517188 0.515302 5.882487 6.05151 
73 0.283086 0.286228 0.512299 0.516016 0.518213 0.52822 5.956389 6.512553 0.283086 0.285933 0.512299 0.52822 0.518213 0.516016 5.956389 6.056034 
74 0.284032 0.286501 0.513184 0.516504 0.51876 0.530324 5.97912 6.51813 0.284032 0.286208 0.513184 0.530324 0.51876 0.516504 5.97912 6.05961 
75 0.284294 0.287501 0.514795 0.516991 0.520554 0.53185 6.036684 6.520752 0.284294 0.286344 0.514795 0.53185 0.520554 0.516991 6.036684 6.066429 
76 0.284583 0.288411 0.515 0.517503 0.520987 0.53308 6.078525 6.522975 0.284583 0.286579 0.515 0.53308 0.520987 0.517503 6.078525 6.070455 
77 0.285105 0.288643 0.515625 0.518213 0.522493 0.533489 6.098685 6.526917 0.285105 0.287447 0.515625 0.533489 0.522493 0.518213 6.098685 6.075744 
78 0.28564 0.289145 0.516611 0.519038 0.523791 0.534485 6.125487 6.534603 0.28564 0.287491 0.516611 0.534485 0.523791 0.519038 6.125487 6.079974 
79 0.286 0.289573 0.518066 0.519287 0.524543 0.53548 6.1374 6.53988 0.286 0.287925 0.518066 0.53548 0.524543 0.519287 6.1374 6.084981 
80 0.286438 0.290365 0.518266 0.521136 0.525662 0.536378 6.172947 6.541902 0.286438 0.288557 0.518266 0.536378 0.525662 0.521136 6.172947 6.086571 
81 0.287024 0.291315 0.520554 0.521904 0.525978 0.537526 6.181083 6.547797 0.287024 0.288821 0.520554 0.537526 0.525978 0.521904 6.181083 6.088032 
82 0.28714 0.292151 0.522272 0.523719 0.528535 0.538115 6.235773 6.554556 0.28714 0.28923 0.522272 0.538115 0.528535 0.523719 6.235773 6.090741 
83 0.287359 0.293543 0.522745 0.524316 0.528972 0.538883 6.253839 6.567807 0.287359 0.289649 0.522745 0.538883 0.528972 0.524316 6.253839 6.092823 
84 0.287867 0.293691 0.523791 0.524514 0.529639 0.539301 6.312105 6.570399 0.287867 0.290122 0.523791 0.539301 0.529639 0.524514 6.312105 6.096519 
85 0.2893 0.294294 0.525 0.524623 0.530566 0.540084 6.343899 6.574335 0.2893 0.290727 0.525 0.540084 0.530566 0.524623 6.343899 6.101052 
86 0.2897 0.294782 0.525728 0.526356 0.531407 0.541276 6.352677 6.586242 0.2897 0.291117 0.525728 0.541276 0.531407 0.526356 6.352677 6.104409 
87 0.290565 0.295258 0.526068 0.52738 0.531886 0.542389 6.397611 6.590466 0.290565 0.29201 0.526068 0.542389 0.531886 0.52738 6.397611 6.107913 
88 0.291351 0.295717 0.528571 0.527789 0.537098 0.543443 6.436374 6.59598 0.291351 0.292254 0.528571 0.543443 0.537098 0.527789 6.436374 6.112704 
89 0.291611 0.296052 0.529492 0.529053 0.539502 0.544672 6.463968 6.605409 0.291611 0.292477 0.529492 0.544672 0.539502 0.529053 6.463968 6.118446 
90 0.292546 0.296192 0.530566 0.529222 0.540234 0.545251 6.516696 6.609492 0.292546 0.293199 0.530566 0.545251 0.540234 0.529222 6.516696 6.125847 
91 0.293298 0.296838 0.531407 0.529932 0.543253 0.546816 6.535338 6.618669 0.293298 0.29349 0.531407 0.546816 0.543253 0.529932 6.535338 6.131595 
92 0.293781 0.297238 0.531836 0.530322 0.545 0.546956 6.545562 6.622755 0.293781 0.293853 0.531836 0.546956 0.545 0.530322 6.545562 6.134229 
93 0.294536 0.297469 0.534028 0.531055 0.551732 0.547541 6.568911 6.629289 0.294536 0.294928 0.534028 0.547541 0.551732 0.531055 6.568911 6.137976 
94 0.295387 0.297971 0.537098 0.531836 0.556667 0.549113 6.615525 6.635004 0.295387 0.295983 0.537098 0.549113 0.556667 0.531836 6.615525 6.143991 
95 0.29655 0.299057 0.539815 0.534186 0.56844 0.550761 6.623487 6.645699 0.29655 0.296331 0.539815 0.550761 0.56844 0.534186 6.623487 6.146781 
96 0.296855 0.300788 0.543567 0.53608 0.576667 0.552975 6.651498 6.659346 0.296855 0.29707 0.543567 0.552975 0.576667 0.53608 6.651498 6.156867 
97 0.298001 0.302839 0.551946 0.539502 0.58 0.554918 6.665157 6.670842 0.298001 0.298565 0.551946 0.554918 0.58 0.539502 6.665157 6.163758 
98 0.298456 0.304046 0.556846 0.541211 0.64 0.560145 6.687594 6.687288 0.298456 0.301267 0.556846 0.560145 0.64 0.541211 6.687594 6.170256 
99 0.301132 0.305695 0.579245 0.544092 0.7 0.607246 6.713067 6.703299 0.301132 0.302617 0.579245 0.607246 0.7 0.544092 6.713067 6.188388 
100 0.306223 0.307708 0.597308 0.555176 0.9 0.631884 6.845976 6.77064 0.306223 0.304404 0.597308 0.631884 1.04 0.555176 6.845976 6.213552 
