nclusters fab0 fab1 fab2 fab3 fab4 fab5 fab6 fab7 fab8 fab9 fab10 fab11 
1 0.4761268711157542 0.4362612413189185 0.4188240632404144 0.5103047078645359 0.3232586802515484 0.40176032094730096 0.48002341805820076 0.49218039931544516 0.3738914446730518 0.5052485178802849 0.2999680801904324 0.4588516131311041 
2 0.48210925835924934 0.4481611712840746 0.42850355209875274 0.5199693295440355 0.3312791774392543 0.4268632676765002 0.49761794494874356 0.5023925649033016 0.39542994467739906 0.49747135528137393 0.3140374494206071 0.46240381335657943 
3 0.48732265852532947 0.45180170694009175 0.43878983002744454 0.5278771399935349 0.335847924569971 0.43963494118759516 0.5077282042879104 0.5060889443652546 0.40855437725370597 0.5064439740237701 0.3203856245543712 0.4712941197060466 
4 0.4897435034433804 0.4551816205292426 0.4447111063310388 0.5342822283392342 0.34200207252951803 0.44279963682446377 0.5124610756633698 0.5092233178511404 0.41408696732918215 0.5102052957963265 0.3245353029401533 0.4721284874033439 
5 0.4896440811299871 0.4574703000794599 0.44803704991808624 0.5368448805883209 0.3451131788082531 0.4482274254650994 0.5106778480065036 0.5100719085994334 0.4197661976716903 0.515385808013803 0.3217298371211422 0.4727032353397521 
6 0.49237297563168936 0.45654141622538447 0.45192555511781674 0.5376939333335463 0.3509461953056958 0.45267024141213125 0.5130990658343253 0.5127555449654169 0.41907695021922614 0.5208359143124163 0.32466947370927446 0.4753653684320304 
7 0.4942112680893895 0.45886622424426876 0.45329183738922574 0.5400228568105592 0.35514946698629807 0.45276352418270915 0.5149225140296867 0.5131722403913754 0.422926230294047 0.527144098456205 0.3273361065317579 0.47532104438647604 
8 0.49585743524161174 0.4596635798539535 0.45658162313757333 0.5424564969755841 0.3574165895410346 0.4521966074225821 0.5174402751726996 0.5165089120586797 0.4263385167349907 0.5280950963653843 0.327349399107238 0.4759604140591641 
9 0.49776539059205127 0.4592197805365476 0.4592191506696735 0.5450506627998406 0.3577481133650872 0.4574832830717159 0.517698632636628 0.5162281727683782 0.4304121582508186 0.5309224965189193 0.3292451505484683 0.4772614915140211 
10 0.49986575861970267 0.46039508847735783 0.4597507625697873 0.5464749489890052 0.3596125974403536 0.45440489390414845 0.5199465082026739 0.5186058320882395 0.4335287182588294 0.5336604151972596 0.33003526208668343 0.4771962317969237 
