nclusters fab0 fab1 fab2 fab3 fab4 fab5 fab6 fab7 fab8 fab9 fab10 fab11 
1 0.4303447966295111 0.41431505968430893 0.44562408245112933 0.5018222609687157 0.33022093043413886 0.3924206664642814 0.4145155568109368 0.4617148819941727 0.4032995634523321 0.4543441243704146 0.2814675967649334 0.3911438517806526 
2 0.45184764814595085 0.4320470015543232 0.4544140562451927 0.5237385466557114 0.33839723962300966 0.4091199334396259 0.44490174895795337 0.4738705422255073 0.4345797572934541 0.4631653763863837 0.288549663029501 0.4151723453193248 
3 0.45748082451438626 0.4370814546215973 0.4582631330366837 0.5295689039388963 0.34889689985914824 0.41690150785779334 0.45615635709260294 0.4757558844957166 0.4413442068053894 0.456357604211037 0.2913162142999764 0.4229230429497119 
4 0.4570264815657712 0.43875589957923866 0.4599873633133365 0.5364221563517215 0.36268162796476666 0.42439532835081295 0.4688323741595576 0.4725604743104389 0.44752983195501067 0.45708512163978804 0.29755070157898017 0.42540256865928755 
5 0.45800744781668 0.4405823644703483 0.4627994743335466 0.5398023871593779 0.36660451447097486 0.43027615792269047 0.4709607013011966 0.4758693873434992 0.44443455136920323 0.4565186399462896 0.30419199576645545 0.42600946572409193 
6 0.4572127037717622 0.4429225005194609 0.4646975213592078 0.5378204840540378 0.37046448075717253 0.43642340423395476 0.4749974824377613 0.4794373775304619 0.44947828806143403 0.4595068120761562 0.30469877834647685 0.4264830618386303 
7 0.45747293799055794 0.4438536380125561 0.4659503156572649 0.5420257273610305 0.3752188961154774 0.439510931075049 0.4778486187669461 0.4813920985171281 0.45077956384214657 0.4590495773395892 0.3089761954270569 0.42815875156682426 
8 0.4577264802827063 0.4449121476279953 0.46818435836219957 0.5408276706099918 0.3780651753721157 0.43989601288051083 0.48010575313741805 0.4833528537963879 0.45735819016411605 0.4625626322276107 0.31231512120269694 0.429661363654701 
9 0.4590106785074194 0.4453509269662755 0.47020160147973006 0.5435752911181013 0.3786347331415759 0.44327481211785325 0.4833829809954356 0.4845610210022183 0.45461044508131077 0.4620261338219369 0.3148804572074595 0.43014711735134165 
10 0.46055482075591403 0.44705544372483325 0.47204193786800763 0.5466345118325665 0.3793884020923998 0.44671870975808037 0.4836269876582273 0.48699678949637326 0.4584802663833775 0.4674843300593808 0.3165122215857449 0.43124123319388763 
