nclusters fab0 fab1 fab2 fab3 fab4 fab5 fab6 fab7 fab8 fab9 fab10 fab11 
1 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 
2 0.29713824607863104 0.41649451285112626 0.4018968700098463 0.4071007993993103 0.40955620540435944 0.5211060216783563 0.6659509180481663 0.3682917556364014 0.5273243044506527 0.43061696375627245 0.5346296642472447 0.33291375840342863 
3 0.3357473071260412 0.31472100351572774 0.3944295112435954 0.33976122908721473 0.39049356808817326 0.5165394709472076 0.35671912752854495 0.3034000501594785 0.6453913948726258 0.4434198093591114 0.44482757398397876 0.3206966828479721 
4 0.32508850299906544 0.31466279902026917 0.3604995324101268 0.34335805025405486 0.4389082761615327 0.4873936740785182 0.3002601684999466 0.326485578659488 0.5943035127501732 0.33283079651917813 0.41695712328631884 0.3020407706838095 
5 0.2902695099786617 0.30880736255596913 0.36972416359555804 0.3412366485762217 0.4509494345277635 0.47546865964599305 0.3065798998895918 0.3321932805159883 0.5927018958552265 0.3481440832292758 0.3838773504203937 0.2929245803596189 
6 0.2971130234247226 0.3071854643475246 0.34460958611032955 0.3095889575242432 0.4665124576816677 0.3965220201290479 0.3010311997166738 0.29118289595384295 0.5536609750883592 0.3792874982211164 0.39392770684761724 0.279118861871656 
7 0.3040610019481481 0.29024699743474447 0.327165319108724 0.3365437818830299 0.45566689648563685 0.4189463293519321 0.3008993572243447 0.30472346994621496 0.5439734718876023 0.393135166430728 0.3747940000483012 0.2726886200558339 
8 0.3079145739268102 0.29707382299230056 0.3248755702883277 0.3627651038328831 0.44995596047480146 0.44534172407102934 0.29262747765322494 0.3031206594042089 0.5531224321245165 0.3709454750051192 0.3723806848821044 0.2654106704705428 
9 0.3050593441900279 0.2877642807230508 0.3118855559601745 0.3701269810623359 0.4538818118984942 0.4311802595662415 0.2888378616108635 0.30149406136084556 0.5543513905176168 0.3795684778921674 0.3442759823537388 0.2713777961020799 
10 0.2948607268405993 0.28546936992265304 0.31726679452364653 0.38089892135189374 0.45604372504380264 0.407972253998253 0.28098667844113845 0.2927988035304133 0.47354033616609914 0.350080402365608 0.3329108960420236 0.2619549016503766 
