nclusters fab0 fab1 fab2 fab3 fab4 fab5 fab6 fab7 fab8 fab9 fab10 fab11 
1 0.4425031798719227 0.37478615583361397 0.4360424701261915 0.45800848770520075 0.32635220700898254 0.3991604904950361 0.47968481526027673 0.4799918263510975 0.37046053367122456 0.4794453316538192 0.20742940319439862 0.4067477892458589 
2 0.4545393393320271 0.41169601048030113 0.44241245678815266 0.46391376348645563 0.3381047832623167 0.4217260504581398 0.49218228500822897 0.4878905494845064 0.37802230731019976 0.49000138769997836 0.2640983912874246 0.42340500422893845 
3 0.4620159056679971 0.4173546855703368 0.4508193299663582 0.4799395301466127 0.3326442391641341 0.4340270999087008 0.49653048673341516 0.4957462353559633 0.3873859521158839 0.4769176960759924 0.27447407115778916 0.42695923162901 
4 0.4680981357927344 0.41877071745248473 0.45491527087951733 0.4853947366970247 0.33897362483697996 0.4312231020024074 0.5006912187553614 0.496825367076119 0.40071306017948827 0.4820173413300767 0.2833410478906788 0.4304596895249671 
5 0.46727006072388855 0.42048940738692925 0.4577393296060771 0.49609186119063986 0.34701852762659 0.4365961467115656 0.5025002789934747 0.5008782412881698 0.4075067646683276 0.48713637409016475 0.29008925639032407 0.4328001369251626 
6 0.4687575473596894 0.4225207889214181 0.4598856288614336 0.49775084761596045 0.3503943758102186 0.4368417312179881 0.5016533286852584 0.5031609200360069 0.4100155071520811 0.4914515781520395 0.29106747562518553 0.43584832835128706 
7 0.471071504200096 0.4238973018700641 0.46201288424838394 0.5007797182668663 0.3558567005833312 0.4418151481600668 0.5012586917732588 0.5057537584923387 0.4112134412889419 0.49485660344207616 0.2933687246178018 0.4363896364246047 
8 0.47042009502884136 0.4210055809776757 0.4635111216069914 0.5037390345768189 0.35834609926119965 0.43925229738157806 0.5047352836369785 0.5067030830684824 0.41406252032781643 0.4966938500668716 0.29394298481105263 0.43635430530225605 
9 0.4721776041370399 0.42366346154533235 0.4645284547143582 0.5103967794076275 0.3681216391460649 0.43897884481374805 0.5060338040553912 0.5053064143910484 0.4172405266302694 0.49826766439421233 0.2964867039603036 0.438296862765523 
10 0.4739915397538355 0.42286357201818686 0.4667242032107207 0.5133850489151718 0.3705707398588426 0.4445876834111379 0.5049474787426083 0.5058874737378537 0.42255520595030127 0.5007147884359122 0.2954895341261623 0.4390344975353105 
