x y 
0.0 0.907834147614 
6.60153591335 0.944993428907 
13.2030718267 0.961105147524 
19.80460774 0.974548300043 
26.4061436534 0.980136237322 
33.0076795667 0.981269876303 
39.6092154801 0.983677605112 
46.2107513934 0.985041984771 
52.8122873068 0.985674013584 
59.4138232201 0.986857813582 
66.0153591335 0.988141935613 
72.6168950468 0.989496283069 
79.2184309601 0.992927296622 
85.8199668735 0.993378745774 
92.4215027868 0.993770001705 
99.0230387002 0.994211418654 
105.624574614 0.996017215261 
112.226110527 0.996187762718 
118.82764644 0.996257988142 
125.429182354 0.996398438989 
132.030718267 0.99657901865 
138.63225418 0.996789694921 
145.233790094 0.997020435598 
151.835326007 0.997301337293 
158.43686192 0.997582238987 
165.038397834 0.997853108478 
171.639933747 0.99818417119 
178.24146966 0.998615555935 
184.843005574 0.998856328815 
191.444541487 0.99904694068 
198.0460774 0.999177359323 
204.647613314 0.999277681357 
211.249149227 0.999357938984 
217.85068514 0.999498389831 
224.452221054 0.999578647458 
231.053756967 0.999658905085 
237.65529288 0.999719098306 
244.256828794 0.999839484746 
250.858364707 0.999839484746 
257.45990062 0.999839484746 
264.061436534 0.999839484746 
270.662972447 0.999839484746 
277.264508361 0.999839484746 
283.866044274 0.999839484746 
290.467580187 0.999839484746 
297.069116101 0.999839484746 
303.670652014 0.999849516949 
310.272187927 0.999859549153 
316.873723841 0.999869581356 
323.475259754 1.0 
330.076795667 1.0 
