x_axis k1_alu_fte k1_alu_ste k1_lu90_fte k1_lu90_ste k1_mlu_fte k1_mlu_ste k1_stretch_fte k1_stretch_ste k4_alu_fte k4_alu_ste k4_lu90_fte k4_lu90_ste k4_mlu_fte k4_mlu_ste k4_stretch_fte k4_stretch_ste 
71 0.281386 0.286881 0.509888 0.516095 0.515676 0.52857 5.889714 6.50445 0.281386 0.284656 0.509888 0.528518 0.515676 0.516095 5.888184 6.061161 
72 0.282059 0.287521 0.5108 0.517145 0.516603 0.530135 5.919504 6.5079 0.28205 0.285102 0.5108 0.52995 0.516603 0.517145 5.917557 6.063702 
73 0.282543 0.287896 0.511786 0.518365 0.517471 0.53114 5.957322 6.510804 0.282525 0.285437 0.511786 0.530852 0.517471 0.518365 5.957322 6.068601 
74 0.28307 0.288469 0.51301 0.51921 0.519071 0.531946 6.006501 6.514374 0.283066 0.285703 0.51301 0.531844 0.519071 0.51921 6.006501 6.072141 
75 0.28363 0.289182 0.513723 0.519935 0.520052 0.533034 6.035685 6.518718 0.283512 0.286065 0.513723 0.53301 0.520052 0.519935 6.035685 6.075912 
76 0.284009 0.289542 0.514489 0.520502 0.520972 0.533878 6.057888 6.525216 0.28395 0.286368 0.514489 0.533878 0.520972 0.520502 6.057888 6.078252 
77 0.284658 0.289953 0.515621 0.521527 0.521908 0.535034 6.081 6.531267 0.28455 0.2867 0.515621 0.535034 0.521908 0.521527 6.081 6.081774 
78 0.285014 0.290606 0.516597 0.52256 0.52281 0.536162 6.144903 6.537009 0.284977 0.28691 0.516597 0.536162 0.52281 0.52256 6.144903 6.086007 
79 0.28551 0.291139 0.517365 0.523076 0.523496 0.537297 6.17106 6.539739 0.285447 0.287346 0.517365 0.537297 0.523496 0.523076 6.17106 6.090264 
80 0.286209 0.291552 0.519273 0.523814 0.524758 0.538495 6.184917 6.544368 0.286122 0.287722 0.519273 0.538495 0.524758 0.523814 6.184917 6.094902 
81 0.286731 0.292005 0.520143 0.52446 0.525779 0.539512 6.217074 6.549111 0.286709 0.288286 0.520143 0.539512 0.525801 0.52446 6.217074 6.098655 
82 0.287324 0.292357 0.52146 0.525309 0.527156 0.540505 6.247581 6.556542 0.287324 0.288894 0.52146 0.540505 0.527156 0.525309 6.247581 6.103515 
83 0.287705 0.29288 0.522455 0.525922 0.528327 0.541255 6.285561 6.56361 0.287705 0.289151 0.522455 0.541255 0.528327 0.525922 6.285561 6.10743 
84 0.288356 0.293479 0.523468 0.526967 0.529784 0.542614 6.312129 6.569622 0.288356 0.289425 0.523468 0.542614 0.529784 0.526967 6.312129 6.10983 
85 0.289048 0.29415 0.524798 0.528167 0.530747 0.543269 6.334293 6.574029 0.289048 0.289972 0.524798 0.543269 0.530747 0.528167 6.334293 6.115218 
86 0.289347 0.294692 0.5259 0.528829 0.531867 0.544092 6.374022 6.5775 0.289347 0.290671 0.525929 0.544092 0.531867 0.528829 6.374022 6.117336 
87 0.290006 0.295153 0.527659 0.52975 0.533247 0.544859 6.407874 6.584949 0.290006 0.291188 0.527659 0.544859 0.533247 0.52975 6.407874 6.123099 
88 0.290608 0.295789 0.529346 0.530964 0.535518 0.545962 6.432621 6.591597 0.290608 0.291801 0.529346 0.545962 0.535518 0.530964 6.432621 6.126696 
89 0.291048 0.296425 0.530288 0.531889 0.53688 0.547101 6.451839 6.59634 0.291048 0.292288 0.530288 0.547101 0.53688 0.531889 6.451839 6.130524 
90 0.291623 0.297056 0.531797 0.533055 0.53881 0.548418 6.477567 6.604782 0.291623 0.293012 0.531797 0.548418 0.53881 0.533055 6.477567 6.136155 
91 0.292114 0.297913 0.533247 0.533975 0.540938 0.549499 6.505476 6.61242 0.292114 0.293734 0.533247 0.549499 0.540938 0.533975 6.505476 6.14613 
92 0.292682 0.298489 0.535693 0.535041 0.54256 0.550725 6.532818 6.619869 0.292682 0.294438 0.535693 0.550725 0.54256 0.535041 6.532818 6.152415 
93 0.293428 0.299024 0.5371 0.536324 0.545098 0.552528 6.562176 6.631911 0.293428 0.294947 0.5371 0.552528 0.545098 0.536324 6.562176 6.158715 
94 0.294609 0.299903 0.539228 0.537305 0.547737 0.55462 6.590541 6.642594 0.294609 0.295609 0.539228 0.55462 0.547737 0.537305 6.590541 6.166863 
95 0.295903 0.300927 0.541239 0.539968 0.549314 0.557252 6.62586 6.653652 0.295903 0.296475 0.541239 0.557252 0.549314 0.539968 6.62586 6.17406 
96 0.297656 0.302361 0.544104 0.541782 0.555297 0.559482 6.653778 6.663231 0.297656 0.297407 0.544104 0.559482 0.555297 0.541782 6.653778 6.182385 
97 0.298919 0.303562 0.546882 0.544695 0.558739 0.563802 6.694668 6.68013 0.298919 0.298172 0.546882 0.563802 0.558739 0.544695 6.694668 6.196515 
98 0.300408 0.305922 0.552692 0.548804 0.568774 0.570036 6.724974 6.699402 0.300408 0.300409 0.552692 0.570036 0.568774 0.548804 6.724974 6.215103 
99 0.302443 0.308422 0.556952 0.551384 0.614843 0.611555 6.773982 6.724602 0.302443 0.301854 0.556952 0.611555 0.614843 0.551384 6.773982 6.242631 
100 0.306654 0.312331 0.610104 0.557917 6.4 0.657059 6.956427 7.010742 0.306654 0.306047 0.610104 0.657059 6.4 0.557917 6.956427 6.279096 
