x_axis k1_alu_fte k1_alu_ste k1_lu90_fte k1_lu90_ste k1_mlu_fte k1_mlu_ste k1_stretch_fte k1_stretch_ste k4_alu_fte k4_alu_ste k4_lu90_fte k4_lu90_ste k4_mlu_fte k4_mlu_ste k4_stretch_fte k4_stretch_ste 
0 0.259371 0.266022 0.443701 0.461485 0.466543 0.465721 5.485722 5.778444 0.259371 0.268626 0.443701 0.465721 0.466543 0.461485 5.485722 5.639064 
1 0.262654 0.268107 0.469671 0.469906 0.474215 0.474722 5.534796 5.899854 0.262654 0.271135 0.469671 0.474722 0.474215 0.469906 5.534796 5.729475 
2 0.263507 0.268626 0.472783 0.472152 0.476571 0.477123 5.550105 5.918688 0.263507 0.271637 0.472783 0.477123 0.476571 0.472152 5.550105 5.753961 
3 0.263989 0.269321 0.475383 0.474429 0.478024 0.479557 5.5617 5.944377 0.263989 0.272283 0.475383 0.479557 0.478024 0.474429 5.5617 5.767281 
4 0.264347 0.269662 0.476718 0.475789 0.478947 0.481011 5.569317 5.962281 0.264347 0.272738 0.476718 0.481011 0.478947 0.475789 5.569317 5.783412 
5 0.264667 0.270128 0.477766 0.476312 0.480263 0.48157 5.576823 5.97813 0.264667 0.273105 0.477766 0.48157 0.480263 0.476312 5.576823 5.790786 
6 0.264856 0.270355 0.478565 0.477386 0.480956 0.482718 5.580771 5.989164 0.264856 0.273377 0.478565 0.482718 0.480956 0.477386 5.580771 5.799621 
7 0.265191 0.270531 0.479274 0.478299 0.481877 0.483698 5.587683 6.000756 0.265191 0.273764 0.479274 0.483698 0.481877 0.478299 5.587683 5.810742 
8 0.265316 0.270709 0.480263 0.478622 0.482811 0.484091 5.594004 6.011568 0.265316 0.273945 0.480263 0.484091 0.482811 0.478622 5.594004 5.81847 
9 0.265504 0.270925 0.480818 0.479157 0.483289 0.484836 5.59773 6.018756 0.265504 0.274193 0.480818 0.484836 0.483289 0.479157 5.59773 5.823549 
10 0.265682 0.271265 0.481334 0.479886 0.483746 0.485404 5.603463 6.034302 0.265682 0.274456 0.481334 0.485404 0.483746 0.479886 5.603463 5.830167 
11 0.265827 0.271434 0.482085 0.48042 0.484341 0.48597 5.606505 6.042135 0.265827 0.274779 0.482085 0.48597 0.484341 0.48042 5.606736 5.835 
12 0.265953 0.271613 0.482634 0.481036 0.484987 0.486797 5.610876 6.057126 0.265953 0.275016 0.482634 0.486797 0.484987 0.481036 5.610876 5.839575 
13 0.266147 0.27177 0.483279 0.481682 0.485632 0.487331 5.613969 6.062322 0.266147 0.275194 0.483279 0.487331 0.485632 0.481682 5.613969 5.845203 
14 0.266374 0.272038 0.483694 0.48243 0.486243 0.488145 5.617239 6.075501 0.266374 0.275438 0.483694 0.488145 0.486243 0.48243 5.617239 5.849625 
15 0.266523 0.272243 0.484111 0.482892 0.48661 0.488607 5.620014 6.084495 0.266523 0.275636 0.484111 0.488607 0.48661 0.482892 5.620014 5.854029 
16 0.26674 0.272379 0.484819 0.483483 0.486919 0.48933 5.622903 6.095328 0.26674 0.275762 0.484819 0.48933 0.486919 0.483483 5.622903 5.857746 
17 0.266855 0.27262 0.485265 0.484028 0.487332 0.489817 5.624856 6.101442 0.266855 0.275964 0.485265 0.489817 0.487332 0.484028 5.624856 5.862012 
18 0.266997 0.272709 0.485805 0.484494 0.487748 0.490315 5.626722 6.110382 0.266997 0.276165 0.485805 0.490315 0.487748 0.484494 5.626722 5.865111 
19 0.267105 0.272904 0.486435 0.485014 0.488244 0.490871 5.629623 6.121008 0.267105 0.276342 0.486435 0.490871 0.488244 0.485014 5.629623 5.871591 
20 0.267243 0.273051 0.48672 0.485469 0.488712 0.491357 5.632782 6.135927 0.267243 0.276554 0.48672 0.491357 0.488712 0.485469 5.632782 5.877777 
21 0.267376 0.273229 0.487032 0.486006 0.489084 0.491937 5.63556 6.148533 0.267376 0.27672 0.487032 0.491937 0.489084 0.486006 5.63556 5.880765 
22 0.267513 0.273431 0.487401 0.486324 0.489348 0.492324 5.638965 6.160557 0.267513 0.276901 0.487401 0.492324 0.489348 0.486324 5.638965 5.887584 
23 0.267681 0.273567 0.487943 0.48669 0.489954 0.492665 5.640987 6.173994 0.267681 0.277114 0.487943 0.492665 0.489954 0.48669 5.640987 5.891439 
24 0.26779 0.273735 0.488495 0.486992 0.490376 0.493019 5.644533 6.182475 0.26779 0.277283 0.488495 0.493019 0.490376 0.486992 5.644533 5.894889 
25 0.267918 0.273859 0.488763 0.487414 0.491113 0.49345 5.649507 6.186516 0.267918 0.277445 0.488763 0.49345 0.491113 0.487414 5.649507 5.898507 
26 0.268036 0.273957 0.489129 0.487997 0.491477 0.494157 5.652555 6.194058 0.268036 0.27753 0.489129 0.494157 0.491477 0.487997 5.652555 5.902689 
27 0.268177 0.274062 0.489348 0.488619 0.492033 0.494787 5.655396 6.202233 0.268177 0.27762 0.489348 0.494787 0.492033 0.488619 5.655396 5.904729 
28 0.268337 0.274218 0.489885 0.488931 0.492513 0.495185 5.656956 6.212313 0.268337 0.277781 0.489885 0.495185 0.492513 0.488931 5.656956 5.908944 
29 0.26849 0.274334 0.490118 0.489293 0.492905 0.495504 5.661096 6.223116 0.26849 0.277902 0.490118 0.495504 0.492905 0.489293 5.661096 5.912538 
30 0.268588 0.274501 0.490642 0.489602 0.493301 0.495852 5.663445 6.234813 0.268588 0.278028 0.490642 0.495852 0.493301 0.489602 5.663445 5.917653 
31 0.268743 0.274634 0.491204 0.490328 0.49369 0.496804 5.665833 6.250443 0.268743 0.278152 0.491204 0.496804 0.49369 0.490328 5.665833 5.922357 
32 0.268857 0.274835 0.491524 0.491009 0.494156 0.497384 5.668869 6.257685 0.268857 0.278282 0.491524 0.497384 0.494156 0.491009 5.668869 5.924811 
33 0.268972 0.27498 0.491777 0.491383 0.49457 0.497909 5.671344 6.266013 0.268972 0.278386 0.491777 0.497909 0.49457 0.491383 5.671344 5.926209 
34 0.269062 0.275102 0.492361 0.491916 0.495078 0.498436 5.673102 6.272247 0.269062 0.278517 0.492361 0.498436 0.495078 0.491916 5.673102 5.929698 
35 0.269183 0.275205 0.492837 0.492361 0.495617 0.499026 5.676093 6.2802 0.269183 0.278687 0.492837 0.499026 0.495617 0.492361 5.676093 5.933634 
36 0.269366 0.27535 0.493193 0.492754 0.496053 0.499439 5.678754 6.2925 0.269366 0.278839 0.493193 0.499439 0.496053 0.492754 5.678754 5.937438 
37 0.269523 0.275536 0.493634 0.493152 0.496471 0.499995 5.681784 6.301044 0.269523 0.278988 0.493634 0.499995 0.496471 0.493152 5.681784 5.941173 
38 0.269715 0.275737 0.494029 0.493651 0.497092 0.500307 5.683824 6.311052 0.269715 0.279134 0.494029 0.500307 0.497092 0.493651 5.683824 5.945172 
39 0.269838 0.275925 0.494432 0.493961 0.49745 0.500761 5.687058 6.321195 0.269838 0.27928 0.494432 0.500761 0.49745 0.493961 5.687058 5.9487 
40 0.26999 0.276049 0.494941 0.494282 0.497808 0.501268 5.69022 6.334191 0.26999 0.279402 0.494941 0.501268 0.497808 0.494282 5.69022 5.950434 
41 0.27022 0.276259 0.495269 0.494746 0.49802 0.501704 5.693571 6.338193 0.27022 0.279577 0.495269 0.501704 0.49802 0.494746 5.693571 5.953014 
42 0.270353 0.276507 0.495683 0.495134 0.498532 0.502445 5.696928 6.350391 0.270353 0.279695 0.495683 0.502445 0.498532 0.495134 5.696928 5.957277 
43 0.270475 0.276614 0.496168 0.495842 0.499022 0.502972 5.699289 6.355755 0.270475 0.279797 0.496168 0.502972 0.499022 0.495842 5.699289 5.959977 
44 0.270626 0.276763 0.496544 0.496331 0.4994 0.503727 5.704623 6.363051 0.270626 0.27992 0.496544 0.503727 0.4994 0.496331 5.704623 5.965302 
45 0.270805 0.276967 0.497092 0.496935 0.499729 0.504478 5.708496 6.368337 0.270805 0.280082 0.497092 0.504478 0.499729 0.496935 5.708496 5.967663 
46 0.271024 0.277109 0.497477 0.497667 0.500128 0.505211 5.711403 6.372906 0.271037 0.280174 0.497477 0.505211 0.500128 0.497667 5.711403 5.97075 
47 0.271185 0.277338 0.497821 0.498002 0.500434 0.505987 5.714706 6.378291 0.271187 0.280269 0.497821 0.505987 0.500434 0.498002 5.714706 5.975202 
48 0.271315 0.277486 0.49802 0.498887 0.501011 0.506899 5.717139 6.383115 0.271356 0.280433 0.49802 0.506899 0.501011 0.498887 5.717139 5.980275 
49 0.271556 0.277716 0.498503 0.499494 0.501516 0.507715 5.720289 6.38652 0.271556 0.280483 0.498503 0.507715 0.501516 0.499494 5.720289 5.984709 
50 0.271831 0.277955 0.499022 0.500098 0.502099 0.508602 5.723751 6.392973 0.271831 0.280633 0.499022 0.508602 0.502099 0.500098 5.723751 5.989194 
51 0.272094 0.278149 0.4994 0.500856 0.502563 0.509461 5.728836 6.397524 0.272094 0.280752 0.4994 0.509461 0.502563 0.500856 5.728836 5.991954 
52 0.272315 0.278455 0.499729 0.501592 0.503064 0.509979 5.732106 6.40269 0.272315 0.28082 0.499729 0.509979 0.503064 0.501592 5.732106 5.996238 
53 0.272707 0.278627 0.500114 0.502255 0.503444 0.510875 5.736912 6.4095 0.272707 0.281037 0.500114 0.510875 0.503444 0.502255 5.736912 5.998869 
54 0.272925 0.279053 0.500398 0.503018 0.503992 0.511834 5.740086 6.416043 0.272925 0.281164 0.500398 0.511834 0.503992 0.503018 5.740086 6.002619 
55 0.273201 0.279192 0.500799 0.503729 0.50448 0.512391 5.743659 6.423387 0.273201 0.281374 0.500799 0.512391 0.50448 0.503729 5.743659 6.005784 
56 0.273529 0.279585 0.501417 0.50444 0.504823 0.51322 5.746263 6.428067 0.273529 0.281526 0.501417 0.51322 0.504823 0.50444 5.746263 6.007425 
57 0.273828 0.280069 0.501905 0.504971 0.505222 0.514528 5.751234 6.433887 0.273828 0.281777 0.501905 0.514528 0.505222 0.504971 5.751234 6.011649 
58 0.274479 0.280401 0.502272 0.505671 0.505691 0.515796 5.75709 6.43812 0.274479 0.281871 0.502272 0.515796 0.505691 0.505671 5.75709 6.015381 
59 0.274777 0.280709 0.502957 0.506519 0.506298 0.516933 5.76123 6.443943 0.274777 0.282104 0.502957 0.516933 0.506298 0.506519 5.76123 6.018597 
60 0.275676 0.281235 0.503261 0.507146 0.506807 0.518024 5.766651 6.450108 0.275676 0.282306 0.503261 0.518024 0.506807 0.507146 5.766651 6.022809 
61 0.276162 0.281463 0.50379 0.507668 0.507299 0.518965 5.77551 6.456624 0.276162 0.282462 0.50379 0.518965 0.507299 0.507668 5.77551 6.026406 
62 0.276605 0.281876 0.504456 0.508889 0.507848 0.520025 5.780787 6.462207 0.276605 0.282573 0.504456 0.520025 0.507848 0.508889 5.780787 6.030342 
63 0.277319 0.28246 0.504861 0.509438 0.508748 0.52084 5.783925 6.467214 0.277319 0.282708 0.504861 0.520811 0.508748 0.509438 5.783925 6.034386 
64 0.277838 0.283254 0.505316 0.510474 0.509249 0.521749 5.79093 6.472368 0.277838 0.282874 0.505316 0.521684 0.509249 0.510474 5.79093 6.037359 
65 0.278506 0.283702 0.505873 0.511054 0.510051 0.522422 5.795286 6.47661 0.278506 0.283084 0.505873 0.5224 0.510051 0.511054 5.795286 6.039807 
66 0.278954 0.284151 0.506532 0.512237 0.511028 0.523598 5.805264 6.480258 0.278954 0.283304 0.506532 0.523549 0.511028 0.512237 5.805264 6.04353 
67 0.279403 0.284656 0.507146 0.512918 0.512156 0.524485 5.817351 6.486069 0.279403 0.283555 0.507146 0.524452 0.512156 0.512918 5.817351 6.046809 
68 0.279941 0.285 0.507758 0.513701 0.51301 0.525586 5.829456 6.491733 0.279941 0.283796 0.507758 0.525385 0.51301 0.513701 5.827896 6.049824 
69 0.28064 0.285741 0.508547 0.514489 0.513699 0.52711 5.852793 6.494877 0.28064 0.284104 0.508547 0.527083 0.513699 0.514489 5.849349 6.052908 
70 0.281147 0.286084 0.509188 0.515348 0.514511 0.52764 5.863731 6.499836 0.281147 0.284413 0.509188 0.527553 0.514511 0.515348 5.863635 6.057546 
