nclusters fab0 fab1 fab2 fab3 fab4 fab5 fab6 fab7 fab8 fab9 fab10 fab11 
1 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 
2 0.31002867353856933 0.2339559807415339 0.4305204347215654 0.5052754988315448 0.4249732559588456 0.5744580433641764 0.38969146704648594 0.37004619334910305 0.5094926700044706 0.785412002358756 0.6168154340358747 0.35113866696857166 
3 0.3226364299829775 0.22574544325462764 0.42791524236272094 0.45012008262112946 0.42535135436606575 0.38863783889619896 0.33120023891342676 0.34411210469851783 0.5622346332151151 0.6127828666461 0.5051949721171823 0.28214488065143306 
4 0.33671392560452096 0.22659115944165462 0.3303537762390977 0.4269553863696789 0.3911002384433704 0.4422967097857122 0.3512594997131947 0.32514790035848157 0.48408449474590054 0.5700279433926984 0.44197091199059046 0.26328729633537273 
5 0.31294683836543086 0.2333604845730103 0.3141414119810735 0.43298500831141395 0.3678828546124062 0.41181005577705765 0.3254973772400555 0.3259307433182569 0.4204911560808311 0.5607883318269166 0.4478112069529394 0.2495745635921336 
6 0.3270686107774461 0.23763320983632363 0.291362258881143 0.40452956929795414 0.3678712207019087 0.4330198319112597 0.3484519443959682 0.34498143437365913 0.42013840935819846 0.540140055221289 0.3923166027555227 0.24879061255050036 
7 0.32803925963392266 0.24129427071886886 0.2909451843330592 0.35603650783950525 0.3742124356436122 0.43444260299847304 0.34676051944994457 0.3283730890995506 0.43714653784302493 0.5001381073960657 0.35726306807686903 0.2399878484553389 
8 0.3287163063433218 0.24073531994755573 0.2906891793435548 0.35640497578468877 0.3853679639725017 0.38026763729548296 0.35520345280451215 0.33511475517191996 0.3963760274194208 0.5052520022696486 0.3557587640194717 0.2393098953411439 
9 0.3170578633731849 0.23419517157383993 0.3018957669550529 0.3776932038351134 0.4023351669079145 0.3817186990751693 0.3668951260883163 0.29425528632728715 0.3861345561635068 0.46946606799313206 0.3322638885635681 0.23592083640424402 
10 0.31394773635903633 0.22468677455868583 0.28884206821162967 0.38911720968779395 0.3955941412322953 0.3771485897288841 0.3516408767104011 0.30198145512440777 0.39720681953616355 0.43046830742330955 0.33651117890273563 0.23488289829918893 
