nclusters fab0 fab1 fab2 fab3 fab4 fab5 fab6 fab7 fab8 fab9 fab10 fab11 
1 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 
2 0.40657577562718183 0.6099104397647552 0.5443753791489215 0.5607534824823028 0.357629265090447 0.5867167284846968 0.3944751588631058 0.404656235161871 0.7158955814174245 0.3370851842351368 0.7069187809574 0.4360997066957819 
3 0.34826697181604194 0.40675742149931016 0.33405636830000573 0.4108186269127895 0.39100175951127825 0.41941582885504713 0.3108650250063183 0.3637978885580848 0.6211980965748395 0.3505189623216247 0.5513010237184572 0.36429808510079387 
4 0.3062139230006582 0.3627138698727186 0.340576686380882 0.43805778797338046 0.37545212542659745 0.43816346543214146 0.2781282136901754 0.39143751233145274 0.4547745332539087 0.31912968676172493 0.5212460992581271 0.3087316447727873 
5 0.31905723123492924 0.34826463746459824 0.3034992548958932 0.4441475343330594 0.3501228616099288 0.4158871083645941 0.2723202609084729 0.38751033148051406 0.4665201348579573 0.31654829144178015 0.5014729760407082 0.2794558244897876 
6 0.32268112735462906 0.35528740096867817 0.2952112923805822 0.4546632467041887 0.3667281444517061 0.39434079903129515 0.28427836152260844 0.3571561053015314 0.4027360891759282 0.27932823636451365 0.4422713423790293 0.2991869899961353 
7 0.3218649053296936 0.3597666908264816 0.2952740123846736 0.4586366969975111 0.3844470680743035 0.397666072634949 0.26835759609114807 0.36819459112556396 0.40181183222389216 0.26790672160991386 0.43363901999930976 0.2969891416827336 
8 0.302561257749518 0.324613814043272 0.28406853820569455 0.4649198346365916 0.3682287046416275 0.369568967461235 0.2579223659498931 0.36243751389165 0.3872626669168633 0.2680281013893667 0.38344033979465153 0.28597538707593334 
9 0.29550514736542643 0.31015732544347646 0.2835078781023038 0.4578133105576747 0.3857230743433816 0.35922860821740654 0.2795729059328236 0.36328052171219816 0.40152499233422145 0.2680881991121357 0.3763199263273317 0.2877953692915165 
10 0.26878194860640436 0.30973407769609296 0.28378758455754816 0.4653239823269131 0.3852924952739506 0.3510402987941482 0.27440556603430255 0.3635801224895151 0.4052859543471248 0.26673201937583635 0.37822621696912717 0.2867726977354961 
