nclusters fab0 fab1 fab2 fab3 fab4 fab5 fab6 fab7 fab8 fab9 fab10 fab11 
1 0.3926995458254471 0.32668795302734754 0.42326240523052683 0.5051401717209075 0.32841347359673667 0.40391297347101157 0.45630778364886365 0.4972462776143688 0.3838220576869208 0.44676580879700245 0.2434086709935955 0.4358604970729294 
2 0.24856197630534332 0.3590689555323209 0.4417092570847244 0.5191299604330757 0.3410545442549408 0.4258348156078112 0.4832345231560196 0.50642369102584 0.4029310570676253 0.4832509863117531 0.27268871759530733 0.4505138586586443 
3 0.3314259491356623 0.3449901479994415 0.4454296859879697 0.521223572892543 0.3512026490475565 0.4365117051657556 0.5001601543886509 0.5080595236890298 0.41285589746035434 0.4856283826472942 0.2826880838520747 0.45548865748069306 
4 0.3339998313021968 0.3386235001318286 0.44792279780300603 0.5309392391272152 0.35504472818958266 0.4368583766034814 0.5079464011334496 0.5149174542543558 0.4188457317012039 0.48016439746262235 0.2921027129412329 0.4576860598626376 
5 0.3494824403880102 0.33666277705274605 0.44941670024930847 0.5357204985008909 0.3603878506942867 0.4368030494356995 0.5107062027130584 0.517143942513165 0.4313129485474459 0.4902597738779641 0.29787649974836716 0.46171892545661064 
6 0.37336940778229194 0.3343239894214446 0.4518215793542473 0.5419609262389917 0.365846597024376 0.4427729972890469 0.5127192295152047 0.5180926466007478 0.43444719731877485 0.49218261925384044 0.29996765541152054 0.4638376423284444 
7 0.4069217802638446 0.3338918360749306 0.4528556061622783 0.5467245007302866 0.3709965010910404 0.44475564998486605 0.5147871575954391 0.5205082825615003 0.4346173165691674 0.49686683208108917 0.30416200839863583 0.46336321406388 
8 0.4234742838890089 0.34274979881342615 0.4534108256800954 0.5493618191900087 0.3720661991154308 0.44461819280188086 0.5178184349750187 0.5233696642094119 0.4378521480525396 0.5011142135349458 0.30662776507199563 0.465008949865749 
9 0.425029264588103 0.3416207231050543 0.45528243017045955 0.5518890049566458 0.3730678906587185 0.45053518738934495 0.5187590158520381 0.5233859738650737 0.44200582060168303 0.5053055561338085 0.3059896196055812 0.46507019201745736 
10 0.4629356844120826 0.33970214028155477 0.45594203074200823 0.5534846156957536 0.37567940035946656 0.44898777889542707 0.5188856428726463 0.5233334229227234 0.4434147497613556 0.5092156255304954 0.30747310679315676 0.46496845524354224 
