x y 
3.38021124171 0.449061487374 
3.53260701688 0.545681638058 
3.68500279204 0.588107826122 
3.83739856721 0.631858265031 
3.98979434237 0.667261910733 
4.14219011754 0.727966773342 
4.29458589271 0.748161598732 
4.44698166787 0.75196380381 
4.59937744304 0.754211017366 
4.7517732182 0.773352461401 
4.90416899337 0.787748673241 
5.05656476854 0.791089396964 
5.2089605437 0.792855064758 
5.36135631887 0.79521263255 
5.51375209403 0.797239137632 
5.6661478692 0.802546173216 
5.81854364436 0.811294254557 
5.97093941953 0.946257486532 
6.1233351947 0.95434344245 
6.27573096986 0.960573440745 
6.42812674503 0.965449091584 
6.58052252019 0.970274581406 
6.73291829536 0.976444386481 
6.88531407052 0.981631035624 
7.03770984569 0.983627444096 
7.19010562086 0.984891501721 
7.34250139602 0.987901162732 
7.49489717119 0.988603416968 
7.64729294635 0.989265542391 
7.79968872152 0.990389149169 
7.95208449668 0.991452562726 
8.10448027185 0.992636362724 
8.25687604702 0.993589422045 
8.40927182218 0.993820162722 
8.56166759735 0.99396061357 
8.71406337251 0.994040871197 
8.86645914768 0.994091032213 
9.01885492285 0.994091032213 
9.17125069801 0.994091032213 
9.32364647318 0.994091032213 
9.47604224834 0.994091032213 
9.62843802351 0.994091032213 
9.78083379867 0.994091032213 
9.93322957384 0.994091032213 
10.085625349 0.994091032213 
10.2380211242 0.994091032213 
10.3904168993 0.994091032213 
10.5428126745 0.994091032213 
10.6952084497 0.994091032213 
10.8476042248 1.0 
11.0 1.0 
