x_axis k1_alu_fte k1_alu_ste k1_lu90_fte k1_lu90_ste k1_mlu_fte k1_mlu_ste k1_stretch_fte k1_stretch_ste k4_alu_fte k4_alu_ste k4_lu90_fte k4_lu90_ste k4_mlu_fte k4_mlu_ste k4_stretch_fte k4_stretch_ste 
15 0.281722 0.234145 0.55185 0.544562 0.609875 0.657357 5.459925 5.518335 0.28172 0.23774 0.551881 0.565694 0.609704 0.631793 5.459817 5.571618 
16 0.281906 0.234403 0.552816 0.544972 0.61121 0.659718 5.460375 5.519658 0.281912 0.237991 0.552894 0.56708 0.610856 0.632712 5.460369 5.572713 
17 0.282084 0.234504 0.553587 0.545269 0.611945 0.661754 5.461167 5.521989 0.282084 0.238187 0.553603 0.568313 0.611817 0.633439 5.461098 5.573514 
18 0.282252 0.234588 0.554594 0.545689 0.612884 0.664149 5.462067 5.524236 0.282252 0.238362 0.554594 0.569167 0.612838 0.634221 5.461968 5.574837 
19 0.282433 0.234812 0.555259 0.546317 0.614336 0.664767 5.462892 5.527461 0.282431 0.238708 0.555259 0.570564 0.614218 0.634997 5.462583 5.576751 
20 0.28256 0.235066 0.556049 0.546809 0.615933 0.666081 5.463678 5.529627 0.282559 0.238881 0.555998 0.571075 0.615591 0.635996 5.463651 5.578116 
21 0.282741 0.235325 0.55674 0.547253 0.616596 0.66703 5.464542 5.531256 0.282738 0.23902 0.556592 0.571947 0.616503 0.636519 5.464368 5.579679 
22 0.282867 0.235454 0.557356 0.547715 0.617859 0.669178 5.465064 5.532891 0.282872 0.239364 0.557258 0.572697 0.617747 0.637321 5.465004 5.580879 
23 0.283091 0.235566 0.558123 0.548039 0.61891 0.669898 5.46573 5.534553 0.28311 0.239671 0.558123 0.573347 0.618826 0.638247 5.465706 5.582337 
24 0.283188 0.235675 0.558601 0.548283 0.619362 0.671321 5.466384 5.535804 0.283225 0.239998 0.558536 0.573949 0.619334 0.640158 5.466258 5.583027 
25 0.283378 0.235743 0.55954 0.548789 0.621117 0.673584 5.467107 5.537364 0.283367 0.240262 0.559443 0.5747 0.621117 0.641381 5.466954 5.584974 
26 0.283566 0.235795 0.56033 0.54949 0.622247 0.674781 5.467926 5.538327 0.283554 0.240394 0.559961 0.575475 0.622178 0.642553 5.467695 5.586393 
27 0.28375 0.235838 0.560953 0.549886 0.622721 0.675479 5.468748 5.540922 0.283746 0.240477 0.56084 0.57625 0.622719 0.643246 5.468418 5.587545 
28 0.283938 0.235899 0.561486 0.550408 0.623541 0.675916 5.469498 5.541918 0.283895 0.240647 0.561486 0.576785 0.623424 0.643878 5.469378 5.589417 
29 0.284096 0.23594 0.561953 0.550806 0.624147 0.676748 5.47053 5.543181 0.284039 0.240802 0.562127 0.577429 0.624118 0.644604 5.470452 5.590932 
30 0.284211 0.236039 0.562512 0.551225 0.62495 0.677621 5.472078 5.544702 0.284214 0.24096 0.562679 0.578187 0.624788 0.64507 5.472078 5.592633 
31 0.28437 0.236126 0.562975 0.551937 0.626 0.67875 5.472969 5.546559 0.284373 0.241138 0.563257 0.57889 0.625864 0.646223 5.473179 5.594217 
32 0.284538 0.236226 0.563699 0.552257 0.626975 0.680801 5.473773 5.549121 0.284547 0.241355 0.563699 0.579894 0.626975 0.64653 5.474031 5.596047 
33 0.284718 0.2363 0.564645 0.553109 0.627301 0.682291 5.474643 5.551101 0.284745 0.24157 0.564836 0.580416 0.627301 0.646835 5.474901 5.597133 
34 0.284862 0.236465 0.565441 0.553521 0.627936 0.683655 5.475555 5.552238 0.284862 0.241656 0.565494 0.581378 0.627846 0.647261 5.47578 5.598093 
35 0.284985 0.236699 0.566233 0.554169 0.628768 0.684574 5.476284 5.554164 0.285002 0.24183 0.566233 0.582074 0.628703 0.648724 5.476326 5.599224 
36 0.285366 0.236806 0.566822 0.554608 0.629552 0.685198 5.476839 5.55669 0.285366 0.242068 0.566814 0.582746 0.629641 0.649175 5.476923 5.600256 
37 0.285587 0.236942 0.567291 0.55512 0.630836 0.686115 5.477784 5.559303 0.285549 0.242265 0.567291 0.58334 0.630836 0.649629 5.477847 5.601381 
38 0.285738 0.237055 0.568124 0.556246 0.631213 0.687514 5.47836 5.560872 0.285737 0.242389 0.568124 0.584323 0.631213 0.650408 5.478402 5.603676 
39 0.285897 0.237151 0.569067 0.556853 0.632101 0.68826 5.479257 5.562849 0.285897 0.242515 0.568994 0.584996 0.631934 0.650768 5.479269 5.604747 
40 0.285999 0.237254 0.569884 0.557165 0.632962 0.689299 5.480307 5.563929 0.285999 0.242662 0.56984 0.585734 0.632962 0.652369 5.480457 5.606676 
41 0.286168 0.237321 0.570517 0.5578 0.633473 0.690731 5.481501 5.566368 0.286168 0.242788 0.570456 0.586549 0.633524 0.653148 5.481501 5.608509 
42 0.28629 0.237448 0.571173 0.558243 0.634057 0.69272 5.482656 5.567871 0.28629 0.242842 0.571099 0.587499 0.634057 0.653857 5.482482 5.61003 
43 0.286408 0.237529 0.572114 0.558651 0.634585 0.693676 5.483628 5.570334 0.286408 0.242943 0.57206 0.588057 0.634585 0.654557 5.483409 5.611308 
44 0.286578 0.237661 0.572605 0.559047 0.635453 0.6948 5.48415 5.572134 0.286578 0.243068 0.572605 0.588652 0.635347 0.655615 5.484075 5.613057 
45 0.286757 0.237775 0.57354 0.559614 0.636241 0.696913 5.484828 5.574144 0.286733 0.243139 0.57354 0.589528 0.636241 0.656071 5.484657 5.614692 
46 0.28691 0.237871 0.57425 0.560109 0.637149 0.698464 5.485752 5.575254 0.286882 0.243279 0.574289 0.590073 0.637149 0.657154 5.485371 5.616348 
47 0.287053 0.237969 0.575162 0.560423 0.63833 0.699325 5.486994 5.576907 0.287046 0.243341 0.575249 0.590711 0.63833 0.658939 5.486781 5.617308 
48 0.287233 0.238129 0.576019 0.561006 0.638814 0.701709 5.487918 5.579298 0.287233 0.24353 0.576175 0.591491 0.638814 0.65953 5.487564 5.618493 
49 0.287378 0.238211 0.576858 0.561348 0.639749 0.702637 5.488884 5.581896 0.28735 0.243644 0.577176 0.592254 0.639674 0.659835 5.48874 5.619543 
50 0.28759 0.238465 0.577649 0.561883 0.640928 0.704032 5.490042 5.58462 0.28756 0.243811 0.577654 0.592856 0.640888 0.660555 5.489988 5.621091 
51 0.287778 0.238582 0.57869 0.562254 0.642016 0.704769 5.491173 5.58705 0.287773 0.243959 0.578666 0.593558 0.641984 0.661178 5.491038 5.622717 
52 0.287995 0.238715 0.579202 0.562652 0.642704 0.705571 5.492142 5.588805 0.287989 0.244033 0.579193 0.594141 0.642656 0.66161 5.491938 5.623815 
53 0.288241 0.238891 0.579997 0.563084 0.643961 0.70712 5.493462 5.592996 0.288198 0.244228 0.579914 0.594921 0.643954 0.662715 5.493372 5.625699 
54 0.288389 0.239017 0.580525 0.563578 0.645124 0.70764 5.494617 5.596188 0.288357 0.244385 0.580525 0.595992 0.64507 0.664657 5.494422 5.626758 
55 0.288629 0.239148 0.581183 0.564299 0.645915 0.70865 5.495412 5.598312 0.288618 0.244531 0.581235 0.597346 0.645621 0.666017 5.495241 5.628216 
56 0.288896 0.239209 0.58214 0.564897 0.646463 0.70993 5.496366 5.599647 0.288844 0.244733 0.582167 0.598199 0.646341 0.666629 5.496204 5.629164 
57 0.289039 0.239335 0.582553 0.565342 0.647254 0.71114 5.497557 5.601717 0.288963 0.244918 0.582553 0.599379 0.647207 0.667938 5.497638 5.630466 
58 0.289255 0.239419 0.583041 0.565632 0.647993 0.712096 5.498157 5.602899 0.289201 0.245175 0.583097 0.600046 0.647647 0.668285 5.498379 5.631408 
59 0.289453 0.239558 0.583568 0.566339 0.648873 0.713632 5.499372 5.604534 0.289425 0.245349 0.583579 0.600986 0.648737 0.669202 5.499513 5.632458 
60 0.289798 0.239708 0.584511 0.566877 0.649621 0.714758 5.500407 5.606019 0.289689 0.245583 0.58454 0.602302 0.649527 0.670042 5.5005 5.63364 
61 0.290026 0.239807 0.585514 0.567061 0.649996 0.716177 5.50137 5.607939 0.290025 0.245755 0.585623 0.603048 0.649904 0.671149 5.501616 5.634831 
62 0.290267 0.239918 0.586118 0.56763 0.650684 0.71722 5.503806 5.6103 0.290267 0.245895 0.586187 0.60445 0.650633 0.671682 5.503854 5.635911 
63 0.290559 0.239993 0.587194 0.568023 0.651443 0.718127 5.505018 5.612379 0.290559 0.246028 0.587252 0.605494 0.651345 0.672175 5.505111 5.63721 
64 0.290806 0.240155 0.588223 0.568454 0.65186 0.71967 5.505981 5.613849 0.290823 0.246161 0.588234 0.606579 0.651781 0.67335 5.50605 5.639097 
65 0.291174 0.240301 0.589162 0.569002 0.652497 0.721717 5.506911 5.616306 0.291234 0.246355 0.589267 0.607049 0.652362 0.674589 5.506995 5.640372 
66 0.291523 0.24043 0.589673 0.56951 0.653667 0.72226 5.507964 5.618466 0.291606 0.246688 0.589795 0.608118 0.653561 0.67532 5.507964 5.641512 
67 0.292248 0.240497 0.590348 0.569863 0.654136 0.724312 5.509266 5.62026 0.292278 0.246907 0.590988 0.609139 0.654049 0.676449 5.509296 5.642571 
68 0.292732 0.240607 0.591641 0.570269 0.654593 0.725856 5.510343 5.62359 0.292737 0.247119 0.591757 0.610449 0.654518 0.677247 5.510268 5.643969 
69 0.293125 0.240698 0.592301 0.570871 0.656162 0.727309 5.511873 5.626968 0.29316 0.247424 0.592575 0.611612 0.655724 0.679158 5.511321 5.645082 
70 0.293425 0.240756 0.593658 0.571621 0.657402 0.728291 5.513097 5.629749 0.293497 0.247821 0.593762 0.613014 0.657311 0.679607 5.512863 5.64627 
71 0.294122 0.240859 0.594321 0.572277 0.659099 0.73262 5.514087 5.632323 0.294177 0.248015 0.594536 0.614613 0.658959 0.681976 5.513754 5.648016 
72 0.294542 0.24101 0.595797 0.572902 0.66042 0.73334 5.515623 5.634324 0.294627 0.248305 0.596089 0.616693 0.660217 0.683305 5.514888 5.649441 
73 0.295068 0.241129 0.596862 0.573734 0.661703 0.73441 5.517597 5.636991 0.295027 0.248633 0.596862 0.618227 0.661523 0.683901 5.516721 5.650578 
74 0.295555 0.241372 0.597695 0.574742 0.66335 0.735868 5.519073 5.640903 0.295509 0.249489 0.597687 0.61917 0.663057 0.68535 5.518578 5.651886 
75 0.296155 0.241554 0.599131 0.575743 0.664408 0.737403 5.520525 5.646687 0.296168 0.250291 0.598955 0.621517 0.663898 0.686491 5.520252 5.653455 
76 0.296715 0.24173 0.600743 0.576731 0.665017 0.744506 5.522469 5.652534 0.296724 0.250793 0.600552 0.622281 0.664982 0.687451 5.521803 5.655024 
77 0.297385 0.241911 0.601697 0.577528 0.665876 0.748081 5.523789 5.656665 0.297438 0.251428 0.601521 0.624062 0.6657 0.688371 5.523336 5.656425 
78 0.29784 0.242106 0.602966 0.578471 0.666723 0.751362 5.525148 5.662893 0.297886 0.251945 0.602594 0.624615 0.666658 0.690837 5.525022 5.6571 
79 0.298322 0.242357 0.604614 0.579415 0.667595 0.754621 5.527206 5.669436 0.298324 0.25268 0.604254 0.626432 0.667516 0.69164 5.526915 5.658246 
80 0.298793 0.242612 0.605675 0.580555 0.668305 0.758091 5.528775 5.675028 0.298794 0.253099 0.605591 0.629791 0.66826 0.692992 5.528691 5.660058 
81 0.299119 0.243096 0.606702 0.581004 0.669186 0.763065 5.531049 5.679993 0.299184 0.253416 0.606687 0.632677 0.668869 0.695011 5.530539 5.662098 
82 0.299482 0.243468 0.607912 0.581632 0.669884 0.766235 5.533542 5.6853 0.299495 0.254153 0.6079 0.636159 0.669801 0.696876 5.532963 5.664435 
83 0.299919 0.24378 0.609712 0.582379 0.670667 0.767311 5.535711 5.690508 0.29994 0.254868 0.609712 0.638341 0.670359 0.699136 5.535273 5.666679 
84 0.300499 0.244253 0.610769 0.583247 0.671705 0.774862 5.538282 5.696088 0.300499 0.255872 0.610698 0.641328 0.671627 0.702359 5.537655 5.667726 
85 0.30138 0.244896 0.612438 0.584188 0.673233 0.782363 5.540502 5.702691 0.30149 0.256526 0.612527 0.644044 0.672507 0.70353 5.54016 5.669832 
86 0.30219 0.245596 0.614729 0.585169 0.674063 0.789981 5.543688 5.709759 0.302239 0.257832 0.614731 0.646863 0.673917 0.709028 5.542932 5.672898 
87 0.302399 0.246445 0.616403 0.587059 0.675248 0.821087 5.545878 5.721213 0.302573 0.258629 0.616403 0.649812 0.67521 0.713072 5.545605 5.674242 
88 0.302947 0.247144 0.617837 0.588171 0.675785 0.830914 5.548755 5.731698 0.303019 0.259848 0.61798 0.652489 0.675601 0.72478 5.548191 5.675301 
89 0.303194 0.247981 0.619109 0.589932 0.676737 0.837556 5.55186 5.747886 0.303317 0.261122 0.619474 0.655556 0.676691 0.733835 5.55186 5.677281 
90 0.303557 0.249041 0.620722 0.591185 0.677939 0.849728 5.555382 5.783046 0.303696 0.264667 0.6211 0.657197 0.677633 0.736204 5.555382 5.680785 
91 0.304141 0.250093 0.621906 0.592893 0.679541 0.907264 5.560857 5.828934 0.304176 0.271999 0.622121 0.659228 0.679027 0.74099 5.560428 5.684121 
92 0.304462 0.252406 0.623958 0.594437 0.684456 1.367821 5.566032 5.939667 0.304557 0.278945 0.624385 0.662256 0.684254 0.8725 5.565915 5.686686 
93 0.305504 0.253833 0.625602 0.597041 0.688523 1.694264 5.572236 5.978745 0.305153 0.284631 0.625969 0.665005 0.688353 1.037863 5.571825 5.689767 
94 0.306159 0.254982 0.627397 0.599525 0.695407 1.728817 5.577474 5.992059 0.306159 0.286172 0.62742 0.667062 0.695094 1.05226 5.577153 5.696208 
95 0.307049 0.25608 0.629222 0.601598 0.698891 1.749915 5.582949 6.00864 0.306998 0.286892 0.629625 0.670078 0.696877 1.061501 5.582409 5.706084 
96 0.307637 0.257299 0.631088 0.605294 0.703329 1.799723 5.594547 6.021729 0.307637 0.28742 0.631246 0.67452 0.703255 1.075993 5.594118 5.714766 
97 0.308697 0.258729 0.635865 0.608399 0.705767 1.834678 5.612547 6.053076 0.308618 0.287984 0.635628 0.67905 0.705625 1.088548 5.612547 5.725215 
98 0.309942 0.259707 0.640145 0.618513 0.729403 1.86092 5.636889 6.08688 0.310078 0.289016 0.639816 0.684244 0.715773 1.097011 5.636889 5.734695 
99 0.311806 0.26052 0.644014 0.629215 0.731973 1.894542 5.655747 6.108876 0.311806 0.29018 0.644014 0.690077 0.731759 1.108353 5.655747 5.754384 
100 0.348108 0.264396 0.756659 0.642062 3.233786 1.957825 5.904939 6.150411 0.348108 0.294802 0.756659 0.729634 3.233786 1.161601 5.904939 5.790132 
