nclusters fabric0 fabric1 fabric2 fabric3 fabric4 fabric5 fabric6 fabric7 fabric8 fabric9 fabric10 fabric11 
2 6.64104837763 0.699807446163 1.50567038552 0.956958039231 4.91194322305 0.766000595571 0.756356039015 1.3350542549 4.2346408339 1.48339526218 0.763916379336 3.44822419265 
3 2.59679122508 0.310129105189 0.533982803691 0.401609750793 1.86003123288 0.446360124547 0.471570730795 0.668599327309 1.43946911053 1.52345313737 0.438218212144 1.87504255208 
4 1.96086590687 0.445086222213 0.485908522618 0.176060588531 1.23928178866 0.253264777686 0.283829871431 0.350820233558 0.546979491017 0.80713671898 0.316870783295 2.03149661986 
5 1.29750399575 0.280635970961 0.353022543127 0.274195015145 0.825807671158 0.212016115234 0.228239435184 0.148112806881 0.489767963872 0.431937821937 0.163053779287 1.57880700463 
6 1.15099444464 0.265513877601 0.261259404437 0.166774745739 0.479509255076 0.158451044238 0.192199759256 0.185138558504 0.291055974132 0.417103078144 0.140342298838 1.46102284723 
7 0.912931301962 0.188465095658 0.244567749477 0.0821417386744 0.534691976298 0.113448249152 0.169721142703 0.147976839855 0.416932805642 0.290433274021 0.110628833747 1.25963042764 
8 0.747915137136 0.127321846515 0.146533567439 0.0998144106256 0.409144878984 0.120557434735 0.144238028789 0.132812481781 0.273832039576 0.221108589392 0.101842344305 0.880208050071 
9 0.769548990745 0.114365071463 0.173219881052 0.108649339182 0.401560440112 0.0879337118096 0.115323784422 0.0759739068457 0.155063748868 0.262603754003 0.0742701630705 0.738770690919 
10 0.533446165931 0.105263029176 0.0978934488839 0.0578308228177 0.34387941995 0.0690614558774 0.130306375402 0.0630531808418 0.218961496496 0.19718004036 0.0631846431329 0.631598051252 
