nclusters fab0 fab1 fab2 fab3 fab4 fab5 fab6 fab7 fab8 fab9 fab10 fab11 
1 0.416055657537105 0.401458340501118 0.41873727965872753 0.4635956309179832 0.3220108950026085 0.40943492166176404 0.43445340051145453 0.4645073235671443 0.3651925512459342 0.36758351191655014 0.3209638535835012 0.3718566523347656 
2 0.4319525362669957 0.4217239998480388 0.448554631573418 0.4738327484589343 0.349765649724252 0.4306359584084447 0.4438710746760792 0.4754443611001177 0.3891821152745464 0.40113258303405075 0.3375295045165484 0.3880592619190869 
3 0.43888736599413736 0.4312279962670581 0.45273584081920937 0.4860143552155864 0.3616388277988538 0.44141365693997603 0.45177427909038553 0.47937891042410163 0.39915796889780175 0.4237037662232795 0.34472850842784963 0.3941453631379228 
4 0.44082927828655105 0.4339879257917462 0.45646381606311703 0.4928648863091496 0.3643120189400722 0.4479247379441788 0.4555668761000426 0.4812673071596706 0.4052249887991586 0.4343712262741609 0.34826945976716106 0.3991359084179912 
5 0.44337831893032514 0.43759154137662437 0.45836921872325975 0.49718654600002277 0.37004917851860725 0.45175805321682283 0.4567142064046087 0.47997968897944404 0.40763903096029075 0.43422869055187174 0.3515727087016698 0.4007313875989002 
6 0.44456211353533703 0.44043365579509625 0.4615346326931271 0.5010188740527014 0.3751259987431093 0.44856353379677405 0.4583042300312403 0.4859128880743322 0.4077506733555015 0.4459304112402438 0.35387975093229534 0.4027209604077834 
7 0.4460861801112593 0.43984963419195255 0.46477288861478117 0.5090559003000369 0.37304477923001705 0.4483000435369423 0.45966232455915657 0.4866090065884244 0.41066639395146404 0.4466803053019519 0.3546791483199169 0.40333871921299835 
8 0.4473789041398729 0.43649948806602756 0.4675187772791428 0.5132767734607442 0.37674416463888116 0.4495202741932337 0.4612150750676851 0.4860543414013086 0.41288774929896455 0.4511223471093464 0.35616488948804054 0.40428638178169435 
9 0.4472220286867369 0.4382196661113344 0.4693708411440093 0.5135599840856824 0.382436746034693 0.4508981851702528 0.4612518512591947 0.4862812023805737 0.4149368222848839 0.4585094079781804 0.3580661485478057 0.4053114897270918 
10 0.4481101004992065 0.440217074161791 0.4703885694518918 0.5163439444575715 0.3825650326174009 0.45081207460393646 0.46317400590113983 0.4885582684124671 0.4157187832024369 0.46114183250396457 0.35932881558581753 0.4064796407050316 
