nclusters fab0 fab1 fab2 fab3 fab4 fab5 fab6 fab7 fab8 fab9 fab10 fab11 
1 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 
2 0.4487458604285669 0.5025064406718569 0.3632128566377456 0.5290561731915557 0.32896850852671816 0.5043088352609609 0.5066012542816719 0.401696865967652 0.47891113288276377 0.7126732370960281 0.510698321567189 0.3877363016976637 
3 0.4496483124128483 0.37663496699634 0.2947746319477557 0.5191110132755866 0.31351867843964626 0.5300019334673313 0.4711283266762567 0.3216974147973123 0.44349804100187806 0.7409987143206747 0.3766281534981043 0.3590245894659956 
4 0.4920889131123547 0.3939174140188194 0.2876852179310542 0.5153958121265306 0.32881392553635824 0.49425601506922445 0.441473261960175 0.3416462968077692 0.45421718481428597 0.5726711659480673 0.31704226874035446 0.31665224247865664 
5 0.42556680266723423 0.3329663500291605 0.30272806418763853 0.5085039587734025 0.3531956375950702 0.45342450848096116 0.4454971430792094 0.35272708614170534 0.48606403319063585 0.45943824093480734 0.3183796414053125 0.31368858800136556 
6 0.4067332465211033 0.31925088882848796 0.29802163389312575 0.5296266020845191 0.36289576547994795 0.36943142677645546 0.43585918533574797 0.3598715709096506 0.44202129889862163 0.4463441901445495 0.2926438811668487 0.30077642494155543 
7 0.3371009873035676 0.33217997852386183 0.30563449562519795 0.49839974667164266 0.37794163404175163 0.3668485260246549 0.3756928788251711 0.36822432605878597 0.43992148580193624 0.4450591067923855 0.2886444478577559 0.27981412115271065 
8 0.3232802586638574 0.3305558437469722 0.30267173709980166 0.4900661956828446 0.3832200036685247 0.3740205227386775 0.39672906990255574 0.3670308324089403 0.4525421900636847 0.4347948438012096 0.28804859221833645 0.2864373970745788 
9 0.3054217982323374 0.32598140380489027 0.3106475798811007 0.47450488869783014 0.3766588498748863 0.3629997720766428 0.3630003529683853 0.33752835991678914 0.44873028982327223 0.44720336568697294 0.27553455194666454 0.27226669607903725 
10 0.29970526096574146 0.31204495779311403 0.31278459753918836 0.4604756321500265 0.383700402494099 0.3438873179136991 0.36174673951899694 0.32272486792739025 0.4429329557858226 0.4488146045549032 0.2719633276765465 0.27221293997019286 
