nclusters fab0 fab1 fab2 fab3 fab4 fab5 fab6 fab7 fab8 fab9 fab10 fab11 
1 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 -0.9 
2 0.32555434282903106 0.34427775816593453 0.33693627457932007 0.41179721942278635 0.2978358184683655 0.5691880013743195 0.4059058803741724 0.3214806460781523 0.5253236424006843 0.6970685131238805 0.38958587185836724 0.29613844567489384 
3 0.28865711829401564 0.2780410677168019 0.37297444822599835 0.42023503253976424 0.2881819607862676 0.44339534333003694 0.3888757670298255 0.3344150719376102 0.4073347686724469 0.6972430247494713 0.32164457861051776 0.2911631175516005 
4 0.28281635099854624 0.27148124212594205 0.3767210699564525 0.34499123183226593 0.3031391114618698 0.39929348106843443 0.384382219773694 0.3145573029620804 0.413337189254976 0.7006706041925247 0.3000393792790679 0.26980801074360067 
5 0.2843978092791562 0.27231164627566207 0.36544452180444065 0.3502859772802561 0.33854864232700366 0.3477237271093328 0.37092230187885245 0.3193835629427998 0.4000785083713826 0.37681062872473026 0.31406697119580673 0.26570459470175145 
6 0.28245232883577254 0.276925280421601 0.3623498995260138 0.3484146193630775 0.34739070163373237 0.3936424312072667 0.3382187446658006 0.30167894797098804 0.422328489125953 0.31826701738654317 0.3108543216295253 0.2723492068190805 
7 0.2945169709740072 0.26914032061844795 0.34118889225359317 0.35673220626256974 0.3583141825255217 0.36849142846964666 0.35176815351087554 0.3047418236059731 0.4212375462330755 0.3255376694122477 0.29357483870687084 0.25077180142126 
8 0.2928722782442781 0.27065496231731523 0.3343606316688941 0.33783619507309753 0.36841040822190485 0.3568749212900074 0.3279726060737044 0.2848532835339519 0.41904723276042954 0.3094766197637372 0.29938491750922586 0.25236177862834064 
9 0.2860704212496312 0.26016950285379237 0.3301983163602689 0.3208697232080583 0.3821003927253128 0.35853515085976706 0.3253628893730832 0.2983841153573431 0.4246245712028712 0.31812041357438436 0.29214625933197036 0.24753735014399958 
10 0.28911693780854564 0.2670339804988694 0.32429800212957577 0.31196462900935595 0.3848471141051002 0.3639350322867314 0.3037406159059054 0.28024955191223655 0.4350896632874187 0.323826926278313 0.295224791997746 0.2499621803373821 
