nclusters fab0 fab1 fab2 fab3 fab4 fab5 fab6 fab7 fab8 fab9 fab10 fab11 
1 0.4171341796449105 0.3922388990128481 0.4378068347041991 0.4138918337850315 0.326502597772293 0.40104715949631 0.42981571031214133 0.4537965238637816 0.3887164666240267 0.33241651952763895 0.2740692607359466 0.37777893370069165 
2 0.43046748366125076 0.4179771525948059 0.4488318556731154 0.4561406971106433 0.34474362249842716 0.4295600378922092 0.44452089059074984 0.4659987218828511 0.41391213968765983 0.4046333715674231 0.29696400598495953 0.3980589653064393 
3 0.4368247148174592 0.4252322802205872 0.45984174118491905 0.4714188223401271 0.3550373646645793 0.43958139660134715 0.4524746823877511 0.4642282707619696 0.416484580422562 0.4178251341042067 0.3137843810281771 0.4044572852366214 
4 0.4417237369965205 0.4274583765874155 0.46654647567179364 0.4717955750776766 0.3674598500904101 0.44337527437250907 0.45523164204736455 0.46842454862876715 0.4212671396401266 0.4277336133532693 0.30757980920417055 0.4105968735294673 
5 0.44513599856568103 0.4293659592918663 0.47021265072437 0.4815593073728074 0.36919093474877845 0.4478722559485592 0.4592354229307805 0.47291927718051624 0.426682840209588 0.43093610622251954 0.3135812986191853 0.4117892400413206 
6 0.44681676114374813 0.43229785925773906 0.4717394200378916 0.4881895654489707 0.3728844902328262 0.4492021024842933 0.4657151446548837 0.47482886469090924 0.42689618867472473 0.43614307078874387 0.31717508612354134 0.4132156019503587 
7 0.4472444295282889 0.4339585544748542 0.4724799118899181 0.4905919948467414 0.3752710881022881 0.45391798077283896 0.4637705183352181 0.4751935549650955 0.42259271082776556 0.43663718056078427 0.31821524876937324 0.4157300333767182 
8 0.44781941389355817 0.4384677251497583 0.47485952033114776 0.496019970815325 0.37568661622962385 0.45719614175434653 0.46627802245203054 0.4752420362738391 0.4238513702523348 0.4397207135391258 0.3213023411810153 0.41643378272995657 
9 0.4481342602960036 0.4388631202741295 0.4770168813307694 0.49823125244850724 0.3780712194708794 0.4568658287977624 0.46607111119204747 0.47590969869977695 0.42449187692842133 0.4389781572997487 0.32383843126561007 0.4179863238366668 
10 0.44921406321142116 0.4392030736224998 0.4774833939404826 0.5015329233241537 0.380060821806867 0.4588174590363332 0.4665441702789105 0.4788609724378041 0.4251028083580424 0.44168134640044193 0.3255934895143724 0.4192039556921192 
