mlu_x mlu_y 
0.000773923995439 0.999965277376 
0.000929613762419 0.999930554752 
0.0010853035294 0.999837961088 
0.00124099329638 0.999745367423 
0.00139668306336 0.999675922175 
0.00155237283034 0.999618051135 
0.00170806259732 0.999490734846 
0.0018637523643 0.99940971539 
0.00201944213128 0.999374992766 
0.00217513189826 0.999317121726 
0.00233082166524 0.999224528062 
0.00248651143222 0.999097211773 
0.0026422011992 0.999027766525 
0.00279789096618 0.998981469693 
0.00295358073316 0.998888876029 
0.00310927050014 0.998715262908 
0.00326496026712 0.998541649788 
0.0034206500341 0.998356462459 
0.00357633980107 0.997974513594 
0.00373202956805 0.99734950636 
0.00388771933503 0.996099491892 
0.00404340910201 0.993738353453 
0.00419909886899 0.989942013218 
0.00435478863597 0.983009062605 
0.00451047840295 0.972430236461 
0.00466616816993 0.956110603132 
0.00482185793691 0.933818678457 
0.00497754770389 0.903656292318 
0.00513323747087 0.864593340201 
0.00528892723785 0.818446972766 
0.00544461700483 0.766177849281 
0.00560030677181 0.707658653457 
0.00575599653879 0.643606986192 
0.00591168630577 0.578849292237 
0.00606737607275 0.514948089677 
0.00622306583973 0.452354772625 
0.00637875560671 0.392145742428 
0.00653444537369 0.336080278707 
0.00669013514067 0.285547286427 
0.00684582490765 0.240361578259 
0.00700151467463 0.198798597206 
0.00715720444161 0.162918552298 
0.00731289420859 0.133126540816 
0.00746858397557 0.108450329286 
0.00762427374255 0.0866792439727 
0.00777996350953 0.0695262676651 
0.00793565327651 0.0553247144064 
0.00809134304349 0.0439819905323 
0.00824703281047 0.0346531788562 
0.00840272257745 0.0274771698747 
0.00855841234443 0.0217247884813 
0.00871410211141 0.0171992731397 
0.00886979187839 0.0140742369703 
0.00902548164537 0.0113311496661 
0.00918117141235 0.00888899177074 
0.00933686117933 0.00737277051818 
0.00949255094631 0.00604173659417 
0.00964824071329 0.00508107732728 
0.00980393048027 0.00431717959699 
0.00995962024725 0.00359957869883 
0.0101153100142 0.00304401671316 
0.0102709997812 0.00248845472749 
0.0104266895482 0.00208335744627 
0.0105823793152 0.00180557645343 
0.0107380690821 0.00149307283649 
0.0108937588491 0.00125001446776 
0.0110494486161 0.00105325293117 
0.0112051383831 0.000868065602611 
0.0113608281501 0.000694452482089 
0.011516517917 0.00060185881781 
0.011672207684 0.000497690945497 
0.011827897451 0.000428245697288 
0.011983587218 0.000347226241044 
0.012139276985 0.000266206784801 
0.0122949667519 0.000185187328557 
0.0124506565189 0.000173613120522 
0.0126063462859 0.000150464704453 
0.0127620360529 0.000138890496418 
0.0129177258199 0.000115742080348 
0.0130734155868 0.000115742080348 
0.0132291053538 0.000104167872313 
0.0133847951208 9.25936642785e-05 
0.0135404848878 9.25936642785e-05 
0.0136961746548 6.94452482088e-05 
0.0138518644217 4.62968321393e-05 
0.0140075541887 4.62968321393e-05 
0.0141632439557 3.47226241044e-05 
0.0143189337227 3.47226241044e-05 
0.0144746234897 2.31484160697e-05 
0.0146303132566 2.31484160697e-05 
0.0147860030236 2.31484160697e-05 
0.0149416927906 2.31484160697e-05 
0.0150973825576 2.31484160697e-05 
0.0152530723246 2.31484160697e-05 
0.0154087620915 2.31484160697e-05 
0.0155644518585 2.31484160697e-05 
0.0157201416255 2.31484160697e-05 
0.0158758313925 2.31484160697e-05 
0.0160315211595 2.31484160697e-05 
0.0161872109264 2.31484160697e-05 
0.0163429006934 1.15742080348e-05 
