x_range mlu lu90 lu50 ahc competitive_ratio 
0 0.00382698792964 0.00302319135517 0.0020261562895 1.47836224079 1.02242412069 
1 0.0184628348798 0.0153247006238 0.0121698696166 1.48057679176 1.06609326922 
2 0.019116692245 0.0158709995449 0.0126538276672 1.48087982178 1.08733408318 
3 0.0195264797658 0.0162231735885 0.0129662360996 1.48106316566 1.10103289087 
4 0.0198340937495 0.0164908692241 0.0132052805275 1.481203475 1.10971602825 
5 0.0200907103717 0.0167059656233 0.013389213942 1.48132351875 1.11530457695 
6 0.0203209053725 0.0168923102319 0.0135480472818 1.481421628 1.12026944868 
7 0.0205223746598 0.0170552637428 0.0136837055907 1.48150626659 1.12553226164 
8 0.020698050037 0.0172036830336 0.0138032864779 1.48157886505 1.13060012049 
9 0.0208683367819 0.0173360668123 0.0139247439802 1.48164872169 1.13604755516 
10 0.0210083480924 0.0174605958164 0.0140298744664 1.48171249866 1.14104387298 
11 0.0211490318179 0.0175785329193 0.0141246486455 1.48177401066 1.1465546244 
12 0.0212836079299 0.017686471343 0.014215670526 1.48183266163 1.15179921113 
13 0.0214072410017 0.0177912730724 0.014302845113 1.48188725948 1.1563078511 
14 0.0215301904827 0.0178938861936 0.0143859079108 1.48193470478 1.16015687984 
15 0.0216441974044 0.0179880987853 0.0144584765658 1.48198322296 1.16354160138 
16 0.0217571798712 0.0180764645338 0.0145345302299 1.48202685356 1.16659341618 
17 0.0218670777977 0.0181671045721 0.0146123459563 1.48207131863 1.16948089704 
18 0.0219809506088 0.0182509515435 0.0146815152839 1.48211530685 1.17224746292 
19 0.0220762025565 0.0183345004916 0.0147508690134 1.48215619564 1.17518259078 
20 0.0221725217998 0.0184162277728 0.0148198138922 1.48219470024 1.17836593047 
21 0.022264637053 0.0184993296862 0.0148836066946 1.48223296642 1.18152960773 
22 0.0223581846803 0.0185800418258 0.0149474265054 1.48226801395 1.18464466999 
23 0.0224526803941 0.0186550561339 0.01501206588 1.48230568409 1.18777847604 
24 0.0225506406277 0.0187235251069 0.0150754647329 1.48233751297 1.19100350923 
25 0.0226388368756 0.0187987219542 0.0151325827464 1.48237232208 1.19435127253 
26 0.022725135088 0.0188690628856 0.0151908081025 1.48240772724 1.19763626135 
27 0.0228129457682 0.0189354810864 0.0152508663014 1.48244194031 1.20080933327 
28 0.0228967536241 0.0190036129206 0.0153076220304 1.48247567654 1.20428575965 
29 0.0229796674103 0.0190745927393 0.0153673198074 1.48250810146 1.20744395253 
30 0.0230667795986 0.0191372036934 0.0154233509675 1.48253921509 1.2105177547 
31 0.0231514852494 0.0192037839442 0.0154779553413 1.48257128239 1.21300096731 
32 0.023234507069 0.0192704759538 0.0155329145491 1.48260036945 1.21528700869 
33 0.023316770792 0.0193379223347 0.0155866118148 1.48263088703 1.21743906774 
34 0.0233983434737 0.0194060560316 0.0156397614628 1.48266033173 1.21947054272 
35 0.0234749391675 0.0194671489298 0.0156966466457 1.48268977642 1.22166029603 
36 0.0235558860004 0.0195327214897 0.0157498363405 1.4827189827 1.22379899566 
37 0.0236355159432 0.0195933114737 0.0158014204353 1.48274652004 1.22596536093 
38 0.0237207375467 0.0196554679424 0.0158548951149 1.48277501106 1.22821836267 
39 0.0238102637231 0.0197188090533 0.0159088876098 1.48280552864 1.23055116677 
40 0.0238959491253 0.0197820402682 0.0159585364163 1.48283342361 1.23294698884 
41 0.0239784941077 0.0198419746011 0.0160083025694 1.4828614378 1.23536269878 
42 0.0240631513298 0.0199015773833 0.0160618592054 1.48288849831 1.23789911592 
43 0.0241430439055 0.0199621599168 0.0161148216575 1.48291651249 1.24072483458 
44 0.0242343451828 0.020021116361 0.0161713436246 1.48294202328 1.24345322734 
45 0.0243218764663 0.0200837478042 0.0162245612592 1.48296777248 1.24636696657 
46 0.024410141632 0.0201460625976 0.0162790585309 1.48299471378 1.2492884813 
47 0.0244925171137 0.0202109068632 0.0163326580077 1.48302177429 1.25248319713 
48 0.0245799422264 0.0202742666006 0.0163851846009 1.48304931164 1.25569646601 
49 0.0246671847999 0.0203369371593 0.0164409056306 1.48307732582 1.25896444099 
50 0.024756167084 0.0204025059938 0.0164934881032 1.48310319424 1.2626412364 
51 0.0248403698206 0.0204646978527 0.0165498889983 1.48312977791 1.26632380452 
52 0.0249317530543 0.0205267220736 0.0166091695428 1.48315540791 1.27027509963 
53 0.0250256229192 0.0205919966102 0.0166678074747 1.48318318367 1.27458865534 
54 0.0251224506646 0.0206564553082 0.0167219545692 1.4832104826 1.27909260325 
55 0.0252093244344 0.020718768239 0.0167834628373 1.48323861599 1.28392234182 
56 0.0253011379391 0.0207864195108 0.0168437045068 1.48326591492 1.28905053134 
57 0.0253972243518 0.0208580158651 0.0169009640813 1.48329500198 1.294363993 
58 0.0254948865622 0.020924217999 0.0169615391642 1.48332230091 1.29982149687 
59 0.0255877431482 0.0209948867559 0.0170230660588 1.48334971905 1.30546304708 
60 0.0256965216249 0.0210630763322 0.0170881636441 1.48337773323 1.31123115492 
61 0.0257950071245 0.0211374424398 0.01714922674 1.48340384007 1.31719462948 
62 0.0258979406208 0.0212076343596 0.017213979736 1.48343197346 1.32322992627 
63 0.0260072387755 0.0212797541171 0.0172811858356 1.4834607029 1.33010264727 
64 0.0261197853833 0.0213562473655 0.0173496641219 1.48348847866 1.33656979287 
65 0.02623145096 0.0214317869395 0.0174157656729 1.48351696968 1.34305052221 
66 0.0263448171318 0.0215084925294 0.0174861866981 1.48354498386 1.34983852517 
67 0.0264567714185 0.0215907115489 0.0175611712039 1.48357573986 1.35662015267 
