mlu_x mlu_y lu90_x lu90_y lu50_x lu50_y ahc_x ahc_y competitive_ratio_x competitive_ratio_y 
0.0113825704902 2.31484160696e-05 0.0112405121326 3.47226241044e-05 0.00699093332514 2.31484160696e-05 2.0 0 4.0 0 
0.0130594726093 6.94452482089e-05 0.0126255969703 6.94452482089e-05 0.00805928487796 8.10194562437e-05 2.0 0 4.0 0 
0.0147363747284 0.000104167872313 0.014010681808 0.000104167872313 0.00912763643079 0.000127316288383 2.0 0 4.0 0 
0.0164132768475 0.000138890496418 0.0153957666457 0.000162038912487 0.0101959879836 0.000173613120522 2.0 0 4.0 0 
0.0180901789665 0.000173613120522 0.0167808514833 0.000185187328557 0.0112643395364 0.000196761536592 2.0 0 4.0 0 
0.0197670810856 0.000243058368731 0.018165936321 0.000231484160696 0.0123326910893 0.000254632576766 2.0 0 4.0 0 
0.0214439832047 0.000277780992836 0.0195510211587 0.00031250361694 0.0134010426421 0.000300929408905 2.0 0 4.0 0 
0.0231208853237 0.000358800449079 0.0209361059964 0.000347226241044 0.0144693941949 0.000393523073184 2.0 0 4.0 0 
0.0247977874428 0.000428245697288 0.022321190834 0.000416671489253 0.0155377457477 0.000416671489253 2.0 0 4.0 0 
0.0264746895619 0.000532413569601 0.0237062756717 0.000486116737462 0.0166060973005 0.000497690945497 2.0 0 4.0 0 
0.0281515916809 0.000636581441915 0.0250913605094 0.000543987777636 0.0176744488534 0.000555561985671 2.0 0 4.0 0 
0.0298284938 0.000706026690124 0.0264764453471 0.000671304066019 0.0187428004062 0.000590284609776 2.0 0 4.0 0 
0.0315053959191 0.000798620354402 0.0278615301847 0.000729175106193 0.019811151959 0.000671304066019 2.0 0 4.0 0 
0.0331822980382 0.000868065602611 0.0292466150224 0.000763897730298 0.0208795035118 0.000798620354402 2.0 0 4.0 0 
0.0348592001572 0.00096065926689 0.0306316998601 0.000868065602611 0.0219478550646 0.000856491394576 2.0 0 4.0 0 
0.0365361022763 0.00104167872313 0.0320167846978 0.000925936642785 0.0230162066175 0.00093751085082 2.0 0 4.0 0 
0.0382130043954 0.00109954976331 0.0334018695354 0.000983807682959 0.0240845581703 0.000995381890994 2.0 0 4.0 0 
0.0398899065144 0.00122686605169 0.0347869543731 0.00107640134724 0.0251529097231 0.00107640134724 2.0 0 4.0 0 
0.0415668086335 0.00131945971597 0.0361720392108 0.00115742080348 0.0262212612759 0.00114584659545 2.0 0 4.0 0 
0.0432437107526 0.0015277954606 0.0375571240485 0.00118056921955 0.0272896128288 0.00118056921955 2.0 0 4.0 0 
0.0449206128716 0.00188659590967 0.0389422088861 0.0012963112999 0.0283579643816 0.00122686605169 2.0 0 4.0 0 
0.0465975149907 0.00241900947928 0.0403272937238 0.00140047917221 0.0294263159344 0.0012963112999 2.0 0 4.0 0 
0.0482744171098 0.00349541082651 0.0417123785615 0.00165511174898 0.0304946674872 0.00136575654811 2.0 0 4.0 0 
0.0499513192289 0.00552089723261 0.0430974633992 0.00201391219806 0.03156301904 0.00146992442042 2.0 0 4.0 0 
0.0516282213479 0.00883112073056 0.0444825482368 0.00245373210338 0.0326313705929 0.00166668595701 2.0 0 4.0 0 
0.053305123467 0.0150580446533 0.0458676330745 0.00321762983368 0.0336997221457 0.00186344749361 2.0 0 4.0 0 
0.0549820255861 0.0247225083624 0.0472527179122 0.00484959316659 0.0347680736985 0.00216437690251 2.0 0 4.0 0 
0.0566589277051 0.0395027720228 0.0486378027499 0.00744221576639 0.0358364252513 0.00290512621674 2.0 0 4.0 0 
