x_range mlu lu90 lu50 ahc competitive_ratio 
0 0.00722925178707 0.00355726876296 0.000152585067553 1.0 1.1221449917 
1 0.0267093293369 0.0162468776107 0.00190435117111 1.0 1.41124878847 
2 0.0276150796562 0.0168712958694 0.00203828210942 1.0 1.45646686195 
3 0.0282239988446 0.01723504439 0.00213607610203 1.0 1.48486353943 
4 0.0287319701165 0.0175165031105 0.00221176049672 1.0 1.50870782423 
5 0.0291324798018 0.0177409090102 0.00227213138714 1.0 1.52811245251 
6 0.0294852778316 0.0179273895919 0.00232387450524 1.0 1.54476941064 
7 0.0297744367272 0.0180863626301 0.0023708594963 1.0 1.56001414648 
8 0.0300462432206 0.0182282477617 0.00241398974322 1.0 1.57391003194 
9 0.0302948094904 0.0183603074402 0.0024513581302 1.0 1.58699146901 
10 0.0305305887014 0.0184939242899 0.00249039474875 1.0 1.5993993167 
11 0.0307570807636 0.0186156462878 0.00252506905235 1.0 1.61068313677 
12 0.0309698060155 0.0187240708619 0.00255931913853 1.0 1.62120741753 
13 0.0311744417995 0.0188330765814 0.00258981250226 1.0 1.63174833155 
14 0.0313679054379 0.0189302843064 0.00262045650743 1.0 1.64182305043 
15 0.031554877758 0.0190254282206 0.00264839967713 1.0 1.65198173419 
16 0.0317265205085 0.0191165339202 0.00267461314797 1.0 1.66076127853 
17 0.0319047048688 0.0192053038627 0.00270253233612 1.0 1.66954658085 
18 0.0320723578334 0.0192937962711 0.00272847316228 1.0 1.67841483435 
19 0.0322485789657 0.019380196929 0.00275189802051 1.0 1.68689320115 
20 0.0324226506054 0.0194645132869 0.0027770337183 1.0 1.69500288407 
21 0.0325755886734 0.0195480063558 0.00280242436565 1.0 1.70296435455 
22 0.0327337570488 0.0196211524308 0.00282539078034 1.0 1.71014141094 
23 0.0328943878412 0.0196918658912 0.00284782168455 1.0 1.7186634313 
24 0.0330394022167 0.0197673030198 0.00286992755719 1.0 1.7261276808 
25 0.0331909954548 0.0198418628424 0.00289306999184 1.0 1.73379740457 
26 0.0333429798484 0.019915048033 0.00291492929682 1.0 1.74150142579 
27 0.0334894806147 0.0199896097183 0.00293679651804 1.0 1.74893841099 
28 0.0336303003132 0.0200641136616 0.00295846629888 1.0 1.75644683833 
29 0.0337733253837 0.0201374180615 0.00298052607104 1.0 1.76358454645 
30 0.0339079089463 0.0202080346644 0.00300101307221 1.0 1.7709220054 
31 0.0340383350849 0.0202741194516 0.00302119366825 1.0 1.77818465411 
32 0.034180611372 0.020338492468 0.00304174167104 1.0 1.78559076025 
33 0.0343273952603 0.0204067099839 0.00306168640964 1.0 1.79242162049 
34 0.0344650968909 0.0204742737114 0.00308345397934 1.0 1.79927928446 
35 0.034596838057 0.0205407999456 0.00310348113999 1.0 1.80650688586 
36 0.0347291566432 0.0206067543477 0.00312294764444 1.0 1.81353480256 
37 0.0348732098937 0.020668303594 0.00314262788743 1.0 1.82021185475 
38 0.0350061878562 0.0207306668162 0.00316415843554 1.0 1.8270977523 
39 0.0351499542594 0.0207938738167 0.00318456371315 1.0 1.8343116055 
40 0.0352886132896 0.0208587273955 0.00320485630073 1.0 1.84127333773 
41 0.0354304239154 0.0209199879318 0.00322465179488 1.0 1.84846107778 
42 0.0355638414621 0.0209888610989 0.00324338767678 1.0 1.85526612181 
43 0.0356974825263 0.02104976587 0.00326306908391 1.0 1.86213303782 
44 0.0358291827142 0.0211154557765 0.00328424060717 1.0 1.86958996848 
45 0.035975523293 0.0211785081774 0.00330378068611 1.0 1.87683105733 
46 0.0361119359732 0.0212420728058 0.00332393078133 1.0 1.88374757438 
47 0.0362586155534 0.0213064551353 0.00334434630349 1.0 1.89062527978 
48 0.0363965556026 0.0213686097413 0.00336409593001 1.0 1.89808707294 
49 0.0365379527211 0.0214293040335 0.00338321435265 1.0 1.90567744858 
50 0.0366739034653 0.021488904953 0.0034041153267 1.0 1.91291557397 
51 0.0368035882711 0.0215511005372 0.00342443864793 1.0 1.92029449842 
52 0.0369405262172 0.021615350619 0.00344531121664 1.0 1.92754300467 
53 0.0370825752616 0.0216757413 0.00346699124202 1.0 1.93492029381 
54 0.0372234024107 0.0217413958162 0.00348964706063 1.0 1.94290038058 
55 0.0373626276851 0.0218091234565 0.00351116829552 1.0 1.95065572237 
56 0.0375132635236 0.0218739844859 0.0035334569402 1.0 1.95840559643 
57 0.0376528799534 0.0219451263547 0.00355549994856 1.0 1.96622827871 
58 0.0377864204347 0.0220103543252 0.00357863120735 1.0 1.97396222538 
59 0.0379327312112 0.0220763869584 0.00360200530849 1.0 1.98223592446 
60 0.0380844660103 0.0221429113299 0.00362433190458 1.0 1.9905250018 
61 0.0382313728333 0.0222139358521 0.00364687223919 1.0 1.99862410149 
62 0.0383732430637 0.0222881566733 0.00367110338993 1.0 2.00639508 
63 0.0385245941579 0.0223617404699 0.00369667797349 1.0 2.01514599122 
64 0.0386667586863 0.0224369466305 0.0037210478913 1.0 2.02377878635 
65 0.0388248376548 0.0225076992065 0.00374603178352 1.0 2.03284170113 
66 0.0389851517975 0.0225848574191 0.00377095909789 1.0 2.04157304396 
67 0.0391454808414 0.0226629339159 0.00379814370535 1.0 2.05067202731 
68 0.0393026657403 0.0227452423424 0.00382469315082 1.0 2.06006893126 
69 0.0394613482058 0.0228254534304 0.00385140161961 1.0 2.06933104507 
70 0.039630882442 0.0229153688997 0.0038784367498 1.0 2.07938853504 
71 0.0397964268923 0.023003058508 0.00390590471216 1.0 2.08923667026 
72 0.0399830713868 0.0230925735086 0.00393422413617 1.0 2.09997267539 
