mlu_x mlu_y lu90_x lu90_y lu50_x lu50_y ahc_x ahc_y competitive_ratio_x competitive_ratio_y 
0.00559639977291 0.999965277376 0.00366054847836 0.999976851584 0.00199092575349 0.999976851584 1.45000004768 1.0 1.45000004768 1.0 
0.00629573258212 0.999907406336 0.00415273394325 0.999930554752 0.00227418454309 0.999918980544 1.45990103778 1.0 1.45990103778 1.0 
0.00699506539132 0.999872683712 0.00464491940813 0.999895832128 0.00255744333268 0.999861109504 1.46980202788 1.0 1.46980202788 1.0 
0.00769439820053 0.999849535296 0.00513710487302 0.999826386879 0.00284070212228 0.999803238463 1.47970301798 1.0 1.47970301798 1.0 
0.00839373100973 0.999814812671 0.0056292903379 0.999791664255 0.00312396091188 0.999803238463 1.48960400808 1.0 1.48960400808 1.0 
0.00909306381894 0.999791664255 0.00612147580279 0.999780090047 0.00340721970147 0.999733793215 1.49950499818 1.0 1.49950499818 1.0 
0.00979239662814 0.999722219007 0.00661366126767 0.999733793215 0.00369047849107 0.999710644799 1.50940598828 1.0 1.50940598828 1.0 
0.0104917294373 0.999664347967 0.00710584673256 0.999664347967 0.00397373728067 0.999618051135 1.51930697838 1.0 1.51930697838 1.0 
0.0111910622466 0.999606476927 0.00759803219744 0.999618051135 0.00425699607027 0.999571754303 1.52920796848 1.0 1.52920796848 1.0 
0.0118903950558 0.999548605887 0.00809021766233 0.999583328511 0.00454025485986 0.999537031679 1.53910895857 1.0 1.53910895857 1.0 
0.012589727865 0.999456012222 0.00858240312721 0.999490734846 0.00482351364946 0.999479160638 1.54900994867 1.0 1.54900994867 1.0 
0.0132890606742 0.999305547518 0.0090745885921 0.999444438014 0.00510677243906 0.999432863806 1.55891093877 1.0 1.55891093877 1.0 
0.0139883934834 0.99929397331 0.00956677405698 0.999374992766 0.00539003122865 0.999363418558 1.56881192887 1.0 1.56881192887 1.0 
0.0146877262926 0.999212953854 0.0100589595219 0.999270824894 0.00567329001825 0.999270824894 1.57871291897 1.0 1.57871291897 1.0 
0.0153870591018 0.999131934397 0.0105511449868 0.999212953854 0.00595654880785 0.999201379646 1.58861390907 1.0 1.58861390907 1.0 
0.016086391911 0.999097211773 0.0110433304516 0.999166657021 0.00623980759744 0.999131934397 1.59851489917 1.0 1.59851489917 1.0 
0.0167857247202 0.999085637565 0.0115355159165 0.999085637565 0.00652306638704 0.999085637565 1.60841588927 1.0 1.60841588927 1.0 
0.0174850575294 0.998900450237 0.0120277013814 0.999039340733 0.00680632517664 0.999027766525 1.61831687937 1.0 1.61831687937 1.0 
0.0181843903386 0.998831004988 0.0125198868463 0.998935172861 0.00708958396624 0.998981469693 1.62821786947 1.0 1.62821786947 1.0 
0.0188837231478 0.998784708156 0.0130120723112 0.998877301821 0.00737284275583 0.998900450237 1.63811885956 1.0 1.63811885956 1.0 
0.019583055957 0.998726837116 0.0135042577761 0.998854153405 0.00765610154543 0.998877301821 1.64801984966 1.0 1.64801984966 1.0 
0.0202823887662 0.998634243452 0.0139964432409 0.998784708156 0.00793936033503 0.998796282364 1.65792083976 1.0 1.65792083976 1.0 
0.0209817215754 0.998518501372 0.0144886287058 0.998738411324 0.00822261912462 0.998726837116 1.66782182986 1.0 1.66782182986 1.0 
0.0216810543846 0.998310165627 0.0149808141707 0.998668966076 0.00850587791422 0.9987036887 1.67772281996 1.0 1.67772281996 1.0 
0.0223803871938 0.997951365178 0.0154729996356 0.998599520828 0.00878913670382 0.998611095036 1.68762381006 1.0 1.68762381006 1.0 
0.023079720003 0.997418951608 0.0159651851005 0.998483778747 0.00907239549341 0.998472204539 1.69752480016 1.0 1.69752480016 1.0 
0.0237790528122 0.996319401845 0.0164573705654 0.998414333499 0.00935565428301 0.998437481915 1.70742579026 1.0 1.70742579026 1.0 
0.0244783856214 0.994224470191 0.0169495560303 0.998252294587 0.00963891307261 0.998391185083 1.71732678036 1.0 1.71732678036 1.0 
0.0251777184306 0.990891098277 0.0174417414951 0.997905068346 0.00992217186221 0.998263868795 1.72722777046 1.0 1.72722777046 1.0 
0.0258770512399 0.985161865299 0.01793392696 0.997534693689 0.0102054306518 0.998090255674 1.73712876056 1.0 1.73712876056 1.0 
0.0265763840491 0.977059919675 0.0184261124249 0.996828666998 0.0104886894414 0.99788191993 1.74702975065 1.0 1.74702975065 1.0 
0.0272757168583 0.96536996956 0.0189182978898 0.995798562483 0.010771948231 0.997442100024 1.75693074075 1.0 1.75693074075 1.0 
0.0279750496675 0.949131355687 0.0194104833547 0.994039282862 0.0110552070206 0.99670135071 1.76683173085 1.0 1.76683173085 1.0 
0.0286743824767 0.92749916087 0.0199026688196 0.991365640806 0.0113384658102 0.995416613618 1.77673272095 1.0 1.77673272095 1.0 
0.0293737152859 0.899825229459 0.0203948542845 0.986319286103 0.0116217245998 0.993587888749 1.78663371105 1.0 1.78663371105 1.0 
0.0300730480951 0.865866503085 0.0208870397493 0.979235870786 0.0119049833894 0.990277665251 1.79653470115 1.0 1.79653470115 1.0 
0.0307723809043 0.823690089006 0.0213792252142 0.969420942372 0.012188242179 0.985578536789 1.80643569125 1.0 1.80643569125 1.0 
0.0314717137135 0.776918714337 0.0218714106791 0.955855970555 0.0124715009686 0.978066875774 1.81633668135 1.0 1.81633668135 1.0 
0.0321710465227 0.72466116506 0.022363596144 0.938483084295 0.0127547597582 0.967441752798 1.82623767145 1.0 1.82623767145 1.0 
0.0328703793319 0.669810993183 0.0228557816089 0.915982823875 0.0130380185478 0.953286496371 1.83613866155 1.0 1.83613866155 1.0 
