mlu_x mlu_y 
0.00918167550117 1.0 
0.00995130053721 0.999965277376 
0.0107209255733 0.999930554752 
0.0114905506093 0.999895832128 
0.0122601756454 0.999849535296 
0.0130298006814 0.999837961088 
0.0137994257174 0.999745367423 
0.0145690507535 0.999675922175 
0.0153386757895 0.999606476927 
0.0161083008256 0.999525457471 
0.0168779258616 0.999456012222 
0.0176475508977 0.999363418558 
0.0184171759337 0.999282399102 
0.0191868009698 0.999224528062 
0.0199564260058 0.999143508605 
0.0207260510419 0.999039340733 
0.0214956760779 0.998912024445 
0.0222653011139 0.998807856572 
0.02303492615 0.998622669244 
0.023804551186 0.998368036667 
0.0245741762221 0.997870345722 
0.0253438012581 0.996562460214 
0.0261134262942 0.99405085707 
0.0268830513302 0.988981353951 
0.0276526763663 0.979583097027 
0.0284223014023 0.966446370907 
0.0291919264384 0.947152166113 
0.0299615514744 0.921341682195 
0.0307311765105 0.888783434993 
0.0315008015465 0.849326959803 
0.0322704265825 0.804233845299 
0.0330400516186 0.755379113184 
0.0338096766546 0.700621534971 
0.0345793016907 0.64638479612 
0.0353489267267 0.589867938286 
0.0361185517628 0.533385803076 
0.0368881767988 0.478338869663 
0.0376578018349 0.422655354807 
0.0384274268709 0.370305211866 
0.039197051907 0.322121783817 
0.039966676943 0.278000902788 
0.0407363019791 0.236773573768 
0.0415059270151 0.200812509404 
0.0422755520511 0.169654741374 
0.0430451770872 0.141749325802 
0.0438148021232 0.117721269922 
0.0445844271593 0.0973506637808 
0.0453540521953 0.0809152883714 
0.0461236772314 0.0671304066019 
0.0468933022674 0.0553478628225 
0.0476629273035 0.0449079271751 
0.0484325523395 0.036887001007 
0.0492021773756 0.0297920114816 
0.0499718024116 0.0244100047454 
0.0507414274476 0.0198960636118 
0.0515110524837 0.0156483292631 
0.0522806775197 0.0110996655054 
0.0530503025558 0.00906260489126 
0.0538199275918 0.00753480943066 
0.0545895526279 0.00577552980937 
0.0553591776639 0.00465283163 
0.0561288027 0.00368059815507 
0.056898427736 0.00297457146495 
0.0576680527721 0.00239586106321 
0.0584376778081 0.00200233799002 
0.0592073028442 0.00160881491684 
0.0599769278802 0.00128473709186 
0.0607465529162 0.00100695609903 
0.0615161779523 0.000775471938333 
0.0622858029883 0.000636581441915 
0.0630554280244 0.000543987777636 
0.0638250530604 0.000416671489253 
0.0645946780965 0.000358800449079 
0.0653643031325 0.000324077824975 
0.0661339281686 0.00028935520087 
0.0669035532046 0.000266206784801 
0.0676731782407 0.000243058368731 
0.0684428032767 0.000243058368731 
0.0692124283127 0.000185187328557 
0.0699820533488 0.000162038912487 
0.0707516783848 0.000138890496418 
0.0715213034209 9.25936642785e-05 
0.0722909284569 8.10194562437e-05 
0.073060553493 8.10194562437e-05 
0.073830178529 6.94452482088e-05 
0.0745998035651 6.94452482088e-05 
0.0753694286011 6.94452482088e-05 
0.0761390536372 6.94452482088e-05 
0.0769086786732 5.78710401741e-05 
0.0776783037093 5.78710401741e-05 
0.0784479287453 5.78710401741e-05 
0.0792175537813 5.78710401741e-05 
0.0799871788174 4.62968321393e-05 
0.0807568038534 4.62968321393e-05 
0.0815264288895 3.47226241044e-05 
0.0822960539255 3.47226241044e-05 
0.0830656789616 3.47226241044e-05 
0.0838353039976 3.47226241044e-05 
0.0846049290337 2.31484160697e-05 
0.0853745540697 2.31484160697e-05 
0.0861441791058 1.15742080348e-05 
