mlu_x mlu_y 
0.00381448352709 0.999965277376 
0.0042465230776 0.999930554752 
0.00467856262811 0.999907406336 
0.00511060217861 0.99988425792 
0.00554264172912 0.999837961088 
0.00597468127962 0.999803238463 
0.00640672083013 0.999745367423 
0.00683876038063 0.999687496383 
0.00727079993114 0.999618051135 
0.00770283948164 0.999583328511 
0.00813487903215 0.999525457471 
0.00856691858266 0.999432863806 
0.00899895813316 0.999386566974 
0.00943099768367 0.999282399102 
0.00986303723417 0.999212953854 
0.0102950767847 0.999131934397 
0.0107271163352 0.999097211773 
0.0111591558857 0.999027766525 
0.0115911954362 0.998993043901 
0.0120232349867 0.998888876029 
0.0124552745372 0.99881943078 
0.0128873140877 0.998784708156 
0.0133193536382 0.9987036887 
0.0137513931887 0.998622669244 
0.0141834327392 0.998495352955 
0.0146154722897 0.998402759291 
0.0150475118402 0.998275443003 
0.0154795513907 0.998194423547 
0.0159115909413 0.997974513594 
0.0163436304918 0.997650435769 
0.0167756700423 0.996955983287 
0.0172077095928 0.995763839859 
0.0176397491433 0.993379553004 
0.0180717886938 0.989421173856 
0.0185038282443 0.983668792463 
0.0189358677948 0.974073774002 
0.0193679073453 0.961052789963 
0.0197999468958 0.943795645783 
0.0202319864463 0.921781502101 
0.0206640259968 0.893285801919 
0.0210960655473 0.859396520793 
0.0215281050978 0.821201634278 
0.0219601446483 0.776293707103 
0.0223921841988 0.72795981435 
0.0228242237493 0.676373569139 
0.0232562632998 0.622935450642 
0.0236883028504 0.572657090939 
0.0241203424009 0.522216692323 
0.0245523819514 0.473535573328 
0.0249844215019 0.427250315397 
0.0254164610524 0.384310003588 
0.0258485006029 0.344494727948 
0.0262805401534 0.307654023773 
0.0267125797039 0.273683723191 
0.0271446192544 0.24188937372 
0.0275766588049 0.212884408384 
0.0280086983554 0.18487482494 
0.0284407379059 0.158601372701 
0.0288727774564 0.134538594197 
0.0293048170069 0.112952696212 
0.0297368565574 0.0939478466186 
0.0301688961079 0.0772925612565 
0.0306009356584 0.0632414727022 
0.0310329752089 0.0518177293719 
0.0314650147595 0.0423384529914 
0.03189705431 0.0344101204875 
0.0323290938605 0.0281368997326 
0.032761133411 0.0229863771571 
0.0331931729615 0.0186923459762 
0.033625212512 0.0150233220292 
0.0340572520625 0.0120718989803 
0.034489291613 0.00961816687693 
0.0349213311635 0.00763897730298 
0.035353370714 0.00599543976203 
0.0357854102645 0.00462968321393 
0.036217449815 0.00344911399437 
0.0366494893655 0.00275466151229 
0.037081528916 0.00218752531858 
0.0375135684665 0.00163196333291 
0.037945608017 0.00135418234007 
0.0383776475675 0.000983807682959 
0.038809687118 0.000682878274054 
0.0392417266686 0.000532413569602 
0.0396737662191 0.000451394113358 
0.0401058057696 0.000381948865149 
0.0405378453201 0.000277780992836 
0.0409698848706 0.000185187328557 
0.0414019244211 0.000138890496418 
0.0418339639716 9.25936642785e-05 
0.0422660035221 8.10194562437e-05 
0.0426980430726 6.94452482088e-05 
0.0431300826231 6.94452482088e-05 
0.0435621221736 6.94452482088e-05 
0.0439941617241 4.62968321393e-05 
0.0444262012746 3.47226241044e-05 
0.0448582408251 2.31484160697e-05 
0.0452902803756 2.31484160697e-05 
0.0457223199261 2.31484160697e-05 
0.0461543594766 2.31484160697e-05 
0.0465863990271 2.31484160697e-05 
0.0470184385777 1.15742080348e-05 
