x_range mlu lu90 lu50 ahc 
0 0.246734574437 0.175954923034 0.0129529023543 1.26291584969 
1 0.294492632151 0.204872503877 0.110839352012 1.27174818516 
2 0.303787559271 0.211121767759 0.115829855204 1.27435660362 
3 0.309699445963 0.214855372906 0.118763037026 1.27612483501 
4 0.314513146877 0.217884242535 0.12108258903 1.27750313282 
5 0.317818462849 0.219895482063 0.122746989131 1.2790157795 
6 0.321247249842 0.221741050482 0.124171465635 1.28029239178 
7 0.324123352766 0.223672091961 0.125562727451 1.28152370453 
8 0.326616853476 0.225112453103 0.126724168658 1.28274285793 
9 0.328902214766 0.226563826203 0.127751752734 1.2838807106 
10 0.331243991852 0.227941781282 0.128692209721 1.28514194489 
11 0.333157986403 0.229151427746 0.129566282034 1.28623008728 
12 0.334962189198 0.230315491557 0.130436733365 1.28728270531 
13 0.336841762066 0.231529504061 0.131155863404 1.28876650333 
14 0.338768810034 0.232556417584 0.131963595748 1.29032230377 
15 0.340498894453 0.233673200011 0.132878735662 1.29225039482 
16 0.342167496681 0.234623640776 0.133600801229 1.29562067986 
17 0.343708008528 0.235599353909 0.134313061833 1.30072629452 
18 0.345373749733 0.236463427544 0.134965002537 1.30356895924 
19 0.347002446651 0.237355291843 0.135638013482 1.3051636219 
20 0.348587542772 0.238199174404 0.136300832033 1.30627942085 
21 0.350118130445 0.239034697413 0.136958360672 1.30723309517 
22 0.351510792971 0.239944592118 0.137598142028 1.30807459354 
23 0.352967828512 0.240800529718 0.13817474246 1.30888950825 
24 0.354406744242 0.241574510932 0.138780251145 1.30960333347 
25 0.355738162994 0.242381379008 0.139319017529 1.31022691727 
26 0.357039928436 0.243174761534 0.139872446656 1.31094563007 
27 0.358458280563 0.244025170803 0.140363529325 1.31158518791 
28 0.359787553549 0.244798123837 0.140922278166 1.31221759319 
29 0.361286908388 0.245456278324 0.141495585442 1.31276154518 
30 0.362639784813 0.246225267649 0.141979202628 1.31325507164 
31 0.363998442888 0.24699999392 0.142481476068 1.3137909174 
32 0.365302205086 0.247737109661 0.142935201526 1.31433498859 
33 0.366538107395 0.248410046101 0.143452048302 1.31486523151 
34 0.367917060852 0.249183252454 0.143974453211 1.31541132927 
35 0.369250714779 0.250014513731 0.144478827715 1.3159866333 
36 0.370534569025 0.250753998756 0.144915997982 1.31655776501 
37 0.371783137321 0.25142377615 0.14535202086 1.31713235378 
38 0.372970819473 0.252164900303 0.14584505558 1.31772542 
39 0.374250203371 0.252912014723 0.146294668317 1.31832933426 
40 0.375577419996 0.253705859184 0.146690070629 1.31904411316 
41 0.376889288425 0.254498124123 0.147175043821 1.31974303722 
42 0.378174930811 0.255295187235 0.147626146674 1.32047665119 
43 0.379538446665 0.256064832211 0.148110345006 1.32128167152 
44 0.380806773901 0.256846010685 0.148599624634 1.32194125652 
45 0.382044792175 0.257707744837 0.14905063808 1.32279205322 
46 0.38347145915 0.258472919464 0.14957395196 1.32391607761 
47 0.384825289249 0.259182870388 0.150028020144 1.32511687279 
48 0.386045604944 0.259943664074 0.150445699692 1.32682573795 
49 0.387371301651 0.260737121105 0.150916650891 1.32949995995 
50 0.388994395733 0.261532634497 0.151398912072 1.34000968933 
51 0.390365749598 0.262413412333 0.151861399412 1.35516309738 
52 0.391715049744 0.26319527626 0.152349933982 1.35717558861 
53 0.393065899611 0.264034807682 0.152818799019 1.35847473145 
54 0.394488364458 0.264951258898 0.153307721019 1.35971999168 
55 0.395935446024 0.265779286623 0.153808921576 1.36080002785 
56 0.397366046906 0.266660511494 0.154247447848 1.361718297 
