x_range mlu lu90 lu50 ahc 
0 0.000600519939326 -1.0 -1.0 1.15503025055 
1 0.000995760899968 -1.0 -1.0 1.20611986637 
2 0.00120054441504 -1.0 -1.0 1.22571587563 
3 0.00143636181019 -1.0 -1.0 1.23382863522 
4 0.287660390139 0.20228895545 0.108426652849 1.23948142052 
5 0.300007432699 0.210642591119 0.115184515715 1.24411794662 
6 0.307454615831 0.214808866382 0.118532538414 1.24758538723 
7 0.312195360661 0.217921301723 0.120996922255 1.25021383286 
8 0.316299289465 0.220103859901 0.123031705618 1.25215026855 
9 0.319873869419 0.222256094217 0.124659262598 1.25398036957 
10 0.323031663895 0.224128514528 0.126169964671 1.25573477268 
11 0.325679093599 0.225724637508 0.127483293414 1.25728246689 
12 0.327992677689 0.227126538754 0.128586903214 1.25891730309 
13 0.330250442028 0.228475123644 0.129562750459 1.26101157188 
14 0.332208544016 0.229764461517 0.130553424358 1.26359793663 
15 0.334183692932 0.231002599001 0.131383508444 1.26639089108 
16 0.33590349555 0.232101738453 0.132340997458 1.26852092266 
17 0.337847322226 0.233126848936 0.13331528008 1.2702641201 
18 0.339754253626 0.234130248427 0.134135246277 1.27148339272 
19 0.341575294733 0.235047891736 0.135060861707 1.27267238617 
20 0.343112617731 0.236038818955 0.135857105255 1.27375814438 
21 0.344711363316 0.23704841733 0.136651664972 1.27479812622 
22 0.346352517605 0.238039076328 0.137297049165 1.27581355095 
23 0.348069787025 0.238907143474 0.138048306108 1.27669558048 
24 0.34963029623 0.239734038711 0.138728365302 1.27747640133 
25 0.351154357195 0.240636005998 0.13944196701 1.27833137035 
26 0.352797478437 0.241534903646 0.139994055033 1.27911684036 
27 0.354339897633 0.242372825742 0.140604913235 1.28002092361 
28 0.355816811323 0.243378028274 0.141230836511 1.28096303463 
29 0.357051581144 0.244182020426 0.14178866148 1.28189548969 
30 0.358476340771 0.244920432568 0.142290741205 1.28290245056 
31 0.3599652946 0.245684534311 0.142844706774 1.2840604496 
32 0.361287534237 0.246383652091 0.143465682864 1.28527459621 
33 0.362570762634 0.247265204787 0.143974795938 1.28689214706 
34 0.36389875412 0.247963190079 0.144547253847 1.28871330738 
35 0.365225255489 0.248689949512 0.145100548863 1.2908988905 
36 0.366456747055 0.249530062079 0.14559520781 1.29339203358 
37 0.367814689875 0.250333547592 0.146123707294 1.29615637779 
38 0.369101196527 0.251068592072 0.146685257554 1.29990181446 
39 0.370455384254 0.251803696156 0.147178709507 1.30557415009 
40 0.371838331223 0.252638250589 0.147671476007 1.3195067358 
41 0.373205423355 0.253455400467 0.148173168302 1.32322511196 
42 0.374543786049 0.25424683094 0.148672267795 1.32566711426 
43 0.3757173419 0.255038201809 0.149197146297 1.32737812519 
44 0.377227038145 0.255887776613 0.149680137634 1.32867035389 
45 0.378565371037 0.256708949804 0.150131732225 1.32987710953 
46 0.380023479462 0.257487565279 0.150621771812 1.33101210117 
47 0.381488144398 0.25828742981 0.151174396276 1.33200547218 
48 0.382883310318 0.259069085121 0.151684507728 1.3328872633 
49 0.384331196547 0.259970098734 0.152200907469 1.33366522312 
50 0.385639280081 0.260732412338 0.152761980891 1.33436271667 
51 0.387047290802 0.261554092169 0.153260543942 1.33494398117 
52 0.388523638248 0.262472093105 0.153738752007 1.33556196213 
53 0.389981538057 0.263242095709 0.154233917594 1.33616528034 
54 0.391438394785 0.26420328021 0.154696285725 1.33675667763 
55 0.392800092697 0.265025258064 0.155204221606 1.33727356911 
56 0.394151210785 0.265961617231 0.155799120665 1.33776900291 
57 0.395634114742 0.266806185246 0.156359866261 1.33824417114 
58 0.397156685591 0.267675340176 0.15692974627 1.33871778965 
59 0.398871213198 0.268635690212 0.15749271214 1.33921989918 
60 0.400489777327 0.269593834877 0.158096656203 1.33961984634 
61 0.402215123177 0.270569294691 0.1585804075 1.33997151375 
62 0.403885394335 0.271421998739 0.159198790789 1.34031435966 
63 0.405429959297 0.272348701954 0.159788176417 1.34068879604 
64 0.407131403685 0.273271203041 0.160355508327 1.34108695507 
65 0.408627986908 0.274152547121 0.16092865169 1.34148797512 
66 0.410252124071 0.275299817324 0.16146273911 1.34189269066 
67 0.411923676729 0.276381850243 0.162158370018 1.34226700783 
68 0.41369625926 0.277417838573 0.162845015526 1.34268161774 
69 0.415285646915 0.278599649668 0.163518130779 1.3430648756 
70 0.417084127665 0.27975794673 0.164334952831 1.34350571156 
71 0.418906629086 0.280994385481 0.165028989315 1.34389326096 
72 0.420912325382 0.282125234604 0.165615409613 1.34426900864 
73 0.422719359398 0.283309161663 0.16629999876 1.34467849255 
74 0.424719572067 0.284540951252 0.166998714209 1.34512922287 
75 0.426720380783 0.285966515541 0.167801842093 1.34561571598 
76 0.428765743971 0.287355393171 0.168621599674 1.34602972984 
77 0.431009739637 0.288763821125 0.169433921576 1.34659442425 
78 0.433314979076 0.290208101273 0.170177832246 1.34711167336 
79 0.435476571321 0.291804611683 0.171063825488 1.34765300274 
80 0.438016742468 0.293434590101 0.172020286322 1.34819075584 
81 0.440313965082 0.295000702143 0.172910392284 1.34890994549 
82 0.44312274456 0.296679079533 0.174063310027 1.34970292568 
83 0.445663124323 0.298452973366 0.175067991018 1.35088297844 
84 0.448870390654 0.300489634275 0.176123291254 1.35256037235 
85 0.451901674271 0.302318662405 0.177341416478 1.35564586639 
86 0.455437719822 0.304495245218 0.178811013699 1.36925396442 
87 0.458679527044 0.306785255671 0.18009147048 1.37758776665 
88 0.462600022554 0.308965414762 0.181603997946 1.38499435902 
89 0.467038661242 0.311841636896 0.183389097452 1.38934466362 
90 0.471603065729 0.315065979958 0.185261949897 1.39233073711 
91 0.476448714733 0.31832125783 0.187148883939 1.39436790466 
92 0.481629401445 0.322482019663 0.189147517085 1.3959313345 
93 0.488424062729 0.327203631401 0.191781446338 1.3976804924 
94 0.49568220973 0.332357078791 0.194773957133 1.3995270443 
95 0.503869771957 0.33856678009 0.198793381453 1.40132328987 
96 0.51319617033 0.346214771271 0.203369766474 1.40394124508 
97 0.525361955166 0.355858743191 0.208966746926 1.40991851807 
98 0.540003836155 0.369466364384 0.217296391726 1.41744205475 
99 0.564882934093 0.389539033175 0.234305739403 1.42813453197 
100 0.750932812691 0.45393872261 0.281910985708 1.46882256985 
