x_range mlu lu90 lu50 ahc 
0 0.234454736114 0.175437286496 0.0915073379874 1.15503025055 
1 0.293123573065 0.205990359187 0.110953405499 1.20611986637 
2 0.301975041628 0.211706086993 0.116187527776 1.22571587563 
3 0.308512836695 0.215717867017 0.1191335693 1.23382863522 
4 0.312967419624 0.218324005604 0.121567741036 1.23948142052 
5 0.316914021969 0.220554441214 0.123355090618 1.24411794662 
6 0.320385634899 0.222514227033 0.124899342656 1.24758538723 
7 0.323204427958 0.224345579743 0.126335382462 1.25021383286 
8 0.325843662024 0.225856512785 0.127561837435 1.25215026855 
9 0.328078776598 0.227179586887 0.128619641066 1.25398036957 
10 0.330285966396 0.228509187698 0.129606261849 1.25573477268 
11 0.332162469625 0.229803010821 0.130559802055 1.25728246689 
12 0.334025293589 0.231002599001 0.131377801299 1.25891730309 
13 0.335735946894 0.23205897212 0.132272228599 1.26101157188 
14 0.337627232075 0.23306556046 0.13323867321 1.26359793663 
15 0.339498490095 0.23408678174 0.134046927094 1.26639089108 
16 0.341286867857 0.234986931086 0.134903669357 1.26852092266 
17 0.342846095562 0.235910892487 0.135724440217 1.2702641201 
18 0.344400584698 0.236857399344 0.136516883969 1.27148339272 
19 0.345896542072 0.237850829959 0.137123063207 1.27267238617 
20 0.34758412838 0.238675877452 0.137852191925 1.27375814438 
21 0.349160194397 0.239488363266 0.138528451324 1.27479812622 
22 0.350678145885 0.240385264158 0.139176622033 1.27581355095 
23 0.352182030678 0.241246402264 0.139757737517 1.27669558048 
24 0.353725135326 0.242102831602 0.14032523334 1.27747640133 
25 0.35521069169 0.242907613516 0.140931561589 1.27833137035 
26 0.356568694115 0.243847131729 0.141510024667 1.27911684036 
27 0.357856065035 0.244583696127 0.142000004649 1.28002092361 
28 0.35929018259 0.245243728161 0.142492949963 1.28096303463 
29 0.360551893711 0.245978668332 0.143079787493 1.28189548969 
30 0.361800730228 0.246728733182 0.143638446927 1.28290245056 
31 0.363080114126 0.24754704535 0.144160270691 1.2840604496 
32 0.364417910576 0.248203381896 0.144713878632 1.28527459621 
33 0.365680754185 0.248984962702 0.145203843713 1.28689214706 
34 0.366900056601 0.249767571688 0.145703494549 1.28871330738 
35 0.368203043938 0.25051510334 0.146219283342 1.2908988905 
36 0.369576275349 0.251172035933 0.1467769593 1.29339203358 
37 0.370828896761 0.25196185708 0.147231891751 1.29615637779 
38 0.372161775827 0.25274464488 0.147713348269 1.29990181446 
39 0.373417496681 0.253573745489 0.148181647062 1.30557415009 
40 0.3746971488 0.25432357192 0.148667678237 1.3195067358 
41 0.37592419982 0.255102097988 0.14917320013 1.32322511196 
42 0.377297818661 0.255917698145 0.149637132883 1.32566711426 
43 0.378593474627 0.256705462933 0.150100767612 1.32737812519 
44 0.379994928837 0.257462531328 0.150555893779 1.32867035389 
45 0.381416648626 0.258245080709 0.151093289256 1.32987710953 
46 0.382706612349 0.25900670886 0.151613265276 1.33101210117 
47 0.384073376656 0.259829878807 0.15208876133 1.33200547218 
